id,name,venue_type,abbreviation,publisher,total_publications,faculty_publications,created_at,updated_at
583,"PRICAI 2016: Trends in Artificial Intelligence - 14th Pacific Rim
International Conference on Artificial Intelligence, Phuket, Thailand,
August 22-26, 2016, Proceedings",conference,,Springer,3,3,2026-01-31 22:36:08.862022,2026-01-31 22:36:08.907825
584,"Algorithms and Discrete Applied Mathematics - First International
Conference, CALDAM 2015, Kanpur, India, February 8-10, 2015. Proceedings",conference,,Springer,1,1,2026-01-31 22:36:08.931981,2026-01-31 22:36:08.943367
585,"Proceedings of the 2015 International Conference on Distributed Computing
and Networking, ICDCN 2015, Goa, India, January 4-7, 2015",conference,,ACM,1,1,2026-01-31 22:36:08.998535,2026-01-31 22:36:09.003621
586,"2015 Fifth National Conference on Computer Vision, Pattern Recognition,
Image Processing and Graphics (NCVPRIPG), Patna, India, December 16-19,
2015",conference,,IEEE,1,1,2026-01-31 22:36:09.017009,2026-01-31 22:36:09.037302
587,"2014 IEEE International Conference on Systems, Man, and Cybernetics,
SMC 2014, San Diego, CA, USA, October 5-8, 2014",conference,,IEEE,1,1,2026-01-31 22:36:09.037501,2026-01-31 22:36:09.041235
588,"Information Retrieval Technology - 9th Asia Information Retrieval
Societies Conference, AIRS 2013, Singapore, December 9-11, 2013.
Proceedings",conference,,Springer,1,1,2026-01-31 22:36:09.051497,2026-01-31 22:36:09.055121
589,"AI 2013: Advances in Artificial Intelligence - 26th Australasian
Joint Conference, Dunedin, New Zealand, December 1-6, 2013. Proceedings",conference,,Springer,1,1,2026-01-31 22:36:09.062714,2026-01-31 22:36:09.069874
590,"Mining Intelligence and Knowledge Exploration, First International
Conference, MIKE 2013, Tamil Nadu, India, December 18-20, 2013",conference,,Springer,1,1,2026-01-31 22:36:09.070122,2026-01-31 22:36:09.073984
592,Secur. Commun. Networks,journal,,,1,1,2026-01-31 22:36:09.099726,2026-01-31 22:36:09.103373
593,"Seventh Indian Conference on Computer Vision, Graphics and Image Processing,
ICVGIP '10, Chennai, India, December 12-15, 2010",conference,,ACM,1,1,2026-01-31 22:36:09.115651,2026-01-31 22:36:09.118277
594,"Proceedings of The 2009 International Conference on Data Mining, DMIN
2009, July 13-16, 2009, Las Vegas, USA",conference,,CSREA Press,1,1,2026-01-31 22:36:09.121161,2026-01-31 22:36:09.124815
595,Comput. Secur.,journal,,,1,1,2026-01-31 22:36:09.131368,2026-01-31 22:36:09.134844
596,"Proceedings of the 9th International Conference on Electronic Commerce:
The Wireless World of Electronic Commerce, 2007, University of Minnesota,
Minneapolis, MN, USA, August 19-22, 2007",conference,,ACM,1,1,2026-01-31 22:36:09.171047,2026-01-31 22:36:09.173952
597,"Information Systems Security, Third International Conference, ICISS
2007, Delhi, India, December 16-20, 2007, Proceedings",conference,,Springer,1,1,2026-01-31 22:36:09.179942,2026-01-31 22:36:09.182155
598,Int. J. Wavelets Multiresolution Inf. Process.,journal,,,1,1,2026-01-31 22:36:09.193986,2026-01-31 22:36:09.201471
599,J. Comput. Virol.,journal,,,1,1,2026-01-31 22:36:09.201669,2026-01-31 22:36:09.205021
600,"Eighth IEEE International Conference on E-Commerce Technology (CEC
2006) / Third IEEE International Conference on Enterprise Computing,
E-Commerce and E-Services (EEE 2006) and Workshops, 26-29 June 2006,
Palo Alto, California, USA",conference,,IEEE Computer Society,1,1,2026-01-31 22:36:09.216020,2026-01-31 22:36:09.223017
601,Int. J. Grid Util. Comput.,journal,,,1,1,2026-01-31 22:36:09.223205,2026-01-31 22:36:09.226614
602,J. Univers. Comput. Sci.,journal,,,1,1,2026-01-31 22:36:09.232773,2026-01-31 22:36:09.236311
603,"Information Systems Security, First International Conference, ICISS
2005, Kolkata, India, December 19-21, 2005, Proceedings",conference,,Springer,1,1,2026-01-31 22:36:09.287721,2026-01-31 22:36:09.295115
604,"17th IEEE International Conference on Tools with Artificial Intelligence
(ICTAI 2005), 14-16 November 2005, Hong Kong, China",conference,,IEEE Computer Society,1,1,2026-01-31 22:36:09.295313,2026-01-31 22:36:09.300230
605,Inf. Manag. Comput. Secur.,journal,,,1,1,2026-01-31 22:36:09.311934,2026-01-31 22:36:09.319996
606,"18th International Conference on Advanced Information Networking and
Applications (AINA 2004), 29-31 March 2004, Fukuoka, Japan",conference,,IEEE Computer Society,1,1,2026-01-31 22:36:09.337885,2026-01-31 22:36:09.344439
607,"International Conference on Information Technology: Coding and Computing
(ITCC'04), Volume 1, April 5-7, 2004, Las Vegas, Nevada, USA",conference,,IEEE Computer Society,1,1,2026-01-31 22:36:09.352421,2026-01-31 22:36:09.364523
608,"PRICAI 2004: Trends in Artificial Intelligence, 8th Pacific Rim
International Conference on Artificial Intelligence, Auckland, New
Zealand, August 9-13, 2004, Proceedings",conference,,Springer,1,1,2026-01-31 22:36:09.364736,2026-01-31 22:36:09.368310
609,"Proceedings of the First International Workshop on Views on Designing
Complex Architectures, VODCA@FOSAD 2004, Bertinoro, Italy, September
11-12, 2004",conference,,Elsevier,1,1,2026-01-31 22:36:09.371001,2026-01-31 22:36:09.377734
610,"Grid and Cooperative Computing, Second International Workshop, GCC
2003, Shanghai, China, December 7-10, 2003, Revised Papers, Part II",conference,,Springer,1,1,2026-01-31 22:36:09.377928,2026-01-31 22:36:09.385555
611,"ICVGIP 2002, Proceedings of the Third Indian Conference on Computer
Vision, Graphics & Image Processing, Ahmadabad, India, December
16-18, 2002",conference,,Allied Publishers Private Limited,1,1,2026-01-31 22:36:09.385757,2026-01-31 22:36:09.393388
591,"Pattern Recognition and Machine Intelligence - 5th International Conference,
PReMI 2013, Kolkata, India, December 10-14, 2013. Proceedings",conference,,Springer,2,2,2026-01-31 22:36:09.085883,2026-01-31 22:36:10.150826
612,"Seventh International Workshop on Temporal Representation and Reasoning,
TIME 2000, Nova Scotia, Canada, July 7-9, 2000",conference,,IEEE Computer Society,1,1,2026-01-31 22:36:09.393590,2026-01-31 22:36:09.399934
614,J. Autom. Reason.,journal,,,1,1,2026-01-31 22:36:09.413094,2026-01-31 22:36:09.416550
615,"Advanced Topics in Artificial Intelligence, 12th Australian Joint
Conference on Artificial Intelligence, AI '99, Sydney, Australia,
December 6-10, 1999, Proceedings",conference,,Springer,1,1,2026-01-31 22:36:09.419348,2026-01-31 22:36:09.422211
616,"Proceedings of the Sixteenth International Joint Conference on Artificial
Intelligence, IJCAI 99, Stockholm, Sweden, July 31 - August 6, 1999.
2 Volumes, 1450 pages",conference,,Morgan Kaufmann,1,1,2026-01-31 22:36:09.428513,2026-01-31 22:36:09.432443
617,J. Log. Comput.,journal,,,1,1,2026-01-31 22:36:09.432646,2026-01-31 22:36:09.437072
618,"Eighth International Workshop on Database and Expert Systems Applications,
DEXA '97, Toulouse, France, September 1-2, 1997, Proceedings",conference,,IEEE Computer Society,1,1,2026-01-31 22:36:09.437284,2026-01-31 22:36:09.441944
613,Int. J. Neural Syst.,journal,,,2,2,2026-01-31 22:36:09.408853,2026-01-31 22:36:09.455954
619,"Foundations of Software Technology and Theoretical Computer Science,
13th Conference, Bombay, India, December 15-17, 1993, Proceedings",conference,,Springer,1,1,2026-01-31 22:36:09.462715,2026-01-31 22:36:09.464679
620,"Proceedings of IAPR Workshop on Machine Vision Applications, MVA
1990, November 28-30, 1990, Kokubunji, Tokyo, Japan",conference,,,1,1,2026-01-31 22:36:09.516730,2026-01-31 22:36:09.520053
621,Comput. Vis. Graph. Image Process.,journal,,,1,1,2026-01-31 22:36:09.527778,2026-01-31 22:36:09.534550
622,"Computer-Assisted Information Retrieval (Recherche d'Information et
ses Applications) - RIAO 1985, 1st International Conference, University
of Grenoble, France, March 18-20, 1985. Proceedings",conference,,CID,1,1,2026-01-31 22:36:09.537569,2026-01-31 22:36:09.540732
623,EURASIP J. Wirel. Commun. Netw.,journal,,,1,1,2026-01-31 22:36:09.554137,2026-01-31 22:36:09.558162
624,Int. J. Wirel. Mob. Comput.,journal,,,1,1,2026-01-31 22:36:09.576152,2026-01-31 22:36:09.582701
626,Int. J. Softw. Innov.,journal,,,1,1,2026-01-31 22:36:09.636760,2026-01-31 22:36:09.647434
625,Int. J. Syst. Assur. Eng. Manag.,journal,,,3,3,2026-01-31 22:36:09.595280,2026-01-31 22:36:09.654183
627,"Intelligent Systems Design and Applications - 22nd International Conference
on Intelligent Systems Design and Applications (ISDA 2022) Held
December 12-14, 2022 - Volume 1",conference,,Springer,1,1,2026-01-31 22:36:09.680122,2026-01-31 22:36:09.685155
628,Int. J. Ambient Comput. Intell.,journal,,,1,1,2026-01-31 22:36:09.696358,2026-01-31 22:36:09.701736
629,J. King Saud Univ. Comput. Inf. Sci.,journal,,,1,1,2026-01-31 22:36:09.706305,2026-01-31 22:36:09.709948
630,"5th IEEE International Conference on Identity, Security, and Behavior
Analysis, ISBA 2019, Hyderabad, India, January 22-24, 2019",conference,,IEEE,1,1,2026-01-31 22:36:09.718472,2026-01-31 22:36:09.727049
631,Photonic Netw. Commun.,journal,,,1,1,2026-01-31 22:36:09.735737,2026-01-31 22:36:09.740494
632,"Advances in Computing and Data Science - Second International Conference,
ICACDS 2018, Dehradun, India, April 20-21, 2018, Revised Selected
Papers, Part II",conference,,Springer,1,1,2026-01-31 22:36:09.740698,2026-01-31 22:36:09.745426
633,Comput. Chem. Eng.,journal,,,1,1,2026-01-31 22:36:09.745624,2026-01-31 22:36:09.753702
634,"46th Hawaii International Conference on System Sciences, HICSS 2013,
Wailea, HI, USA, January 7-10, 2013",conference,,IEEE Computer Society,1,1,2026-01-31 22:36:09.838054,2026-01-31 22:36:09.844379
635,"2012 International Conference on Advances in Computing, Communications
and Informatics, ICACCI '12, Chennai, India, August 3-5, 2012",conference,,ACM,1,1,2026-01-31 22:36:09.882968,2026-01-31 22:36:09.891360
636,"Advances in Swarm Intelligence - Third International Conference, ICSI
2012, Shenzhen, China, June 17-20, 2012 Proceedings, Part II",conference,,Springer,1,1,2026-01-31 22:36:09.891561,2026-01-31 22:36:09.899798
637,"4th IEEE/ACM International Symposium on Cluster Computing and the
Grid (CCGrid 2004), April 19-22, 2004, Chicago, Illinois, USA",conference,,IEEE Computer Society,1,1,2026-01-31 22:36:09.900008,2026-01-31 22:36:09.904350
638,J. Electronic Imaging,journal,,,1,1,2026-01-31 22:36:09.944269,2026-01-31 22:36:09.949786
657,"Proceedings, The Twentieth National Conference on Artificial Intelligence
and the Seventeenth Innovative Applications of Artificial Intelligence
Conference, July 9-13, 2005, Pittsburgh, Pennsylvania, USA",conference,,AAAI Press / The MIT Press,1,1,2026-01-31 22:36:10.321800,2026-01-31 22:36:10.327433
658,Manag. Sci.,journal,,,2,2,2026-01-31 22:36:10.354737,2026-01-31 22:36:10.372086
659,"AI 2003: Advances in Artificial Intelligence, 16th Australian Conference
on Artificial Intelligence, Perth, Australia, December 3-5, 2003,
Proceedings",conference,,Springer,1,1,2026-01-31 22:36:10.372294,2026-01-31 22:36:10.377128
660,"AI 2002: Advances in Artificial Intelligence, 15th Australian Joint
Conference on Artificial Intelligence, Canberra, Australia, December
2-6, 2002, Proceedings",conference,,Springer,1,1,2026-01-31 22:36:10.377331,2026-01-31 22:36:10.384848
661,"Logics in Artificial Intelligence, European Conference, JELIA 2002,
Cosenza, Italy, September, 23-26, Proceedings",conference,,Springer,1,1,2026-01-31 22:36:10.385041,2026-01-31 22:36:10.393107
662,"AI 2001: Advances in Artificial Intelligence, 14th Australian Joint
Conference on Artificial Intelligence, Adelaide, Australia, December
10-14, 2001, Proceedings",conference,,Springer,1,1,2026-01-31 22:36:10.393328,2026-01-31 22:36:10.401296
663,"IEEE Frontiers in Education Conference, FIE 2024, Washington,
DC, USA, October 13-16, 2024",conference,,IEEE,1,1,2026-01-31 22:36:10.401550,2026-01-31 22:36:10.404823
664,Softw. Qual. J.,journal,,,1,1,2026-01-31 22:36:10.405020,2026-01-31 22:36:10.408381
665,Int. J. Rough Sets Data Anal.,journal,,,1,1,2026-01-31 22:36:10.411224,2026-01-31 22:36:10.414866
666,"Recent Trends in Network Security and Applications - Third International
Conference, CNSA 2010, Chennai, India, July 23-25, 2010. Proceedings",conference,,Springer,1,1,2026-01-31 22:36:10.445862,2026-01-31 22:36:10.449987
667,"Management Enabling the Future Internet for Changing Business and
New Computing Services, 12th Asia-Pacific Network Operations and Management
Symposium, APNOMS 2009, Jeju, South Korea, September 23-25, 2009,
Proceedings",conference,,Springer,1,1,2026-01-31 22:36:10.460829,2026-01-31 22:36:10.465489
668,"Proceedings of the 12th IEEE International Conference on Computational
Science and Engineering, CSE 2009, Vancouver, BC, Canada, August
29-31, 2009",conference,,IEEE Computer Society,1,1,2026-01-31 22:36:10.465723,2026-01-31 22:36:10.469686
669,"First International Conference on Emerging Trends in Engineering and
Technology, ICETET '08, Nagpur, Maharashtra, India, July 16-18,
2008",conference,,IEEE Computer Society,1,1,2026-01-31 22:36:10.474875,2026-01-31 22:36:10.478265
670,"High Performance Computing - HiPC 2007, 14th International Conference,
Goa, India, December 18-21, 2007, Proceedings",conference,,Springer,1,1,2026-01-31 22:36:10.481385,2026-01-31 22:36:10.485597
