id,author1_id,author2_id,collaboration_count,first_collaboration_year,last_collaboration_year,created_at,updated_at
575,249,251,2,2021,2022,2026-01-31 22:35:58.667446,2026-01-31 22:35:58.900212
577,127,251,2,2021,2022,2026-01-31 22:35:58.670920,2026-01-31 22:35:58.900212
578,250,251,2,2021,2022,2026-01-31 22:35:58.672692,2026-01-31 22:35:58.900212
437,208,209,4,2021,2024,2026-01-31 22:35:58.133501,2026-01-31 22:35:58.912491
439,127,209,8,2021,2024,2026-01-31 22:35:58.137649,2026-01-31 22:35:58.912492
569,209,249,3,2021,2022,2026-01-31 22:35:58.639069,2026-01-31 22:35:58.913026
459,208,216,3,2020,2024,2026-01-31 22:35:58.211411,2026-01-31 22:35:58.928668
462,127,216,3,2020,2024,2026-01-31 22:35:58.217016,2026-01-31 22:35:58.928668
612,254,263,1,2020,2020,2026-01-31 22:35:58.941380,2026-01-31 22:35:58.941381
613,254,264,1,2020,2020,2026-01-31 22:35:58.943648,2026-01-31 22:35:58.943653
614,254,265,1,2020,2020,2026-01-31 22:35:58.945598,2026-01-31 22:35:58.945599
615,249,254,1,2020,2020,2026-01-31 22:35:58.947215,2026-01-31 22:35:58.947215
616,254,266,1,2020,2020,2026-01-31 22:35:58.949303,2026-01-31 22:35:58.949304
617,254,267,1,2020,2020,2026-01-31 22:35:58.951014,2026-01-31 22:35:58.951014
618,254,268,1,2020,2020,2026-01-31 22:35:58.952669,2026-01-31 22:35:58.952669
619,254,269,1,2020,2020,2026-01-31 22:35:58.954264,2026-01-31 22:35:58.954265
620,254,270,1,2020,2020,2026-01-31 22:35:58.955861,2026-01-31 22:35:58.955862
621,254,271,1,2020,2020,2026-01-31 22:35:58.959201,2026-01-31 22:35:58.959202
622,254,272,1,2020,2020,2026-01-31 22:35:58.960924,2026-01-31 22:35:58.960924
623,254,273,1,2020,2020,2026-01-31 22:35:58.962510,2026-01-31 22:35:58.962510
624,263,264,1,2020,2020,2026-01-31 22:35:58.964144,2026-01-31 22:35:58.964144
625,263,265,1,2020,2020,2026-01-31 22:35:58.965850,2026-01-31 22:35:58.965850
626,249,263,1,2020,2020,2026-01-31 22:35:58.967477,2026-01-31 22:35:58.967478
627,263,266,1,2020,2020,2026-01-31 22:35:58.969057,2026-01-31 22:35:58.969058
628,263,267,1,2020,2020,2026-01-31 22:35:58.970686,2026-01-31 22:35:58.970687
629,263,268,1,2020,2020,2026-01-31 22:35:58.972318,2026-01-31 22:35:58.972318
630,263,269,1,2020,2020,2026-01-31 22:35:58.974173,2026-01-31 22:35:58.974175
631,263,270,1,2020,2020,2026-01-31 22:35:58.976188,2026-01-31 22:35:58.976189
632,127,263,1,2020,2020,2026-01-31 22:35:58.977914,2026-01-31 22:35:58.977915
633,263,271,1,2020,2020,2026-01-31 22:35:58.979572,2026-01-31 22:35:58.979572
634,263,272,1,2020,2020,2026-01-31 22:35:58.981298,2026-01-31 22:35:58.981299
635,263,273,1,2020,2020,2026-01-31 22:35:58.983225,2026-01-31 22:35:58.983226
636,264,265,1,2020,2020,2026-01-31 22:35:58.984849,2026-01-31 22:35:58.984849
637,249,264,1,2020,2020,2026-01-31 22:35:58.986445,2026-01-31 22:35:58.986445
638,264,266,1,2020,2020,2026-01-31 22:35:58.988061,2026-01-31 22:35:58.988061
639,264,267,1,2020,2020,2026-01-31 22:35:58.989624,2026-01-31 22:35:58.989624
640,264,268,1,2020,2020,2026-01-31 22:35:58.991316,2026-01-31 22:35:58.991317
641,264,269,1,2020,2020,2026-01-31 22:35:58.993137,2026-01-31 22:35:58.993138
642,264,270,1,2020,2020,2026-01-31 22:35:58.994723,2026-01-31 22:35:58.994723
643,127,264,1,2020,2020,2026-01-31 22:35:58.996138,2026-01-31 22:35:58.996138
644,264,271,1,2020,2020,2026-01-31 22:35:58.997716,2026-01-31 22:35:58.997716
645,264,272,1,2020,2020,2026-01-31 22:35:58.999475,2026-01-31 22:35:58.999476
646,264,273,1,2020,2020,2026-01-31 22:35:59.001089,2026-01-31 22:35:59.001089
647,249,265,1,2020,2020,2026-01-31 22:35:59.002724,2026-01-31 22:35:59.002725
648,265,266,1,2020,2020,2026-01-31 22:35:59.004319,2026-01-31 22:35:59.004319
649,265,267,1,2020,2020,2026-01-31 22:35:59.005933,2026-01-31 22:35:59.005934
650,265,268,1,2020,2020,2026-01-31 22:35:59.007626,2026-01-31 22:35:59.007627
651,265,269,1,2020,2020,2026-01-31 22:35:59.009406,2026-01-31 22:35:59.009407
652,265,270,1,2020,2020,2026-01-31 22:35:59.011000,2026-01-31 22:35:59.011000
653,127,265,1,2020,2020,2026-01-31 22:35:59.012558,2026-01-31 22:35:59.012559
654,265,271,1,2020,2020,2026-01-31 22:35:59.014187,2026-01-31 22:35:59.014187
655,265,272,1,2020,2020,2026-01-31 22:35:59.015889,2026-01-31 22:35:59.015889
656,265,273,1,2020,2020,2026-01-31 22:35:59.017879,2026-01-31 22:35:59.017879
657,249,266,1,2020,2020,2026-01-31 22:35:59.019825,2026-01-31 22:35:59.019826
658,249,267,1,2020,2020,2026-01-31 22:35:59.021633,2026-01-31 22:35:59.021633
659,249,268,1,2020,2020,2026-01-31 22:35:59.023638,2026-01-31 22:35:59.023639
660,249,269,1,2020,2020,2026-01-31 22:35:59.026853,2026-01-31 22:35:59.026855
661,249,270,1,2020,2020,2026-01-31 22:35:59.029230,2026-01-31 22:35:59.029232
662,249,271,1,2020,2020,2026-01-31 22:35:59.032688,2026-01-31 22:35:59.032688
663,249,272,1,2020,2020,2026-01-31 22:35:59.034714,2026-01-31 22:35:59.034715
664,249,273,1,2020,2020,2026-01-31 22:35:59.037225,2026-01-31 22:35:59.037225
665,266,267,1,2020,2020,2026-01-31 22:35:59.039579,2026-01-31 22:35:59.039579
666,266,268,1,2020,2020,2026-01-31 22:35:59.041771,2026-01-31 22:35:59.041771
667,266,269,1,2020,2020,2026-01-31 22:35:59.043732,2026-01-31 22:35:59.043732
668,266,270,1,2020,2020,2026-01-31 22:35:59.045725,2026-01-31 22:35:59.045725
669,127,266,1,2020,2020,2026-01-31 22:35:59.047709,2026-01-31 22:35:59.047709
670,266,271,1,2020,2020,2026-01-31 22:35:59.049963,2026-01-31 22:35:59.049965
671,266,272,1,2020,2020,2026-01-31 22:35:59.051978,2026-01-31 22:35:59.051978
672,266,273,1,2020,2020,2026-01-31 22:35:59.054034,2026-01-31 22:35:59.054035
673,267,268,1,2020,2020,2026-01-31 22:35:59.055884,2026-01-31 22:35:59.055885
674,267,269,1,2020,2020,2026-01-31 22:35:59.058020,2026-01-31 22:35:59.058020
675,267,270,1,2020,2020,2026-01-31 22:35:59.060544,2026-01-31 22:35:59.060545
676,127,267,1,2020,2020,2026-01-31 22:35:59.062739,2026-01-31 22:35:59.062740
677,267,271,1,2020,2020,2026-01-31 22:35:59.065007,2026-01-31 22:35:59.065009
678,267,272,1,2020,2020,2026-01-31 22:35:59.067165,2026-01-31 22:35:59.067166
679,267,273,1,2020,2020,2026-01-31 22:35:59.068901,2026-01-31 22:35:59.068901
680,268,269,1,2020,2020,2026-01-31 22:35:59.070597,2026-01-31 22:35:59.070597
681,268,270,1,2020,2020,2026-01-31 22:35:59.072435,2026-01-31 22:35:59.072436
682,127,268,1,2020,2020,2026-01-31 22:35:59.074315,2026-01-31 22:35:59.074318
683,268,271,1,2020,2020,2026-01-31 22:35:59.076214,2026-01-31 22:35:59.076214
684,268,272,1,2020,2020,2026-01-31 22:35:59.077912,2026-01-31 22:35:59.077912
685,268,273,1,2020,2020,2026-01-31 22:35:59.079623,2026-01-31 22:35:59.079623
686,269,270,1,2020,2020,2026-01-31 22:35:59.081276,2026-01-31 22:35:59.081276
687,127,269,1,2020,2020,2026-01-31 22:35:59.083127,2026-01-31 22:35:59.083127
688,269,271,1,2020,2020,2026-01-31 22:35:59.085052,2026-01-31 22:35:59.085053
689,269,272,1,2020,2020,2026-01-31 22:35:59.087022,2026-01-31 22:35:59.087023
690,269,273,1,2020,2020,2026-01-31 22:35:59.088733,2026-01-31 22:35:59.088734
691,127,270,1,2020,2020,2026-01-31 22:35:59.090498,2026-01-31 22:35:59.090498
692,270,271,1,2020,2020,2026-01-31 22:35:59.092240,2026-01-31 22:35:59.092240
693,270,272,1,2020,2020,2026-01-31 22:35:59.094030,2026-01-31 22:35:59.094031
694,270,273,1,2020,2020,2026-01-31 22:35:59.095768,2026-01-31 22:35:59.095768
695,127,271,1,2020,2020,2026-01-31 22:35:59.097468,2026-01-31 22:35:59.097469
696,127,272,1,2020,2020,2026-01-31 22:35:59.099391,2026-01-31 22:35:59.099392
697,127,273,1,2020,2020,2026-01-31 22:35:59.101224,2026-01-31 22:35:59.101224
698,271,272,1,2020,2020,2026-01-31 22:35:59.103108,2026-01-31 22:35:59.103108
699,271,273,1,2020,2020,2026-01-31 22:35:59.104769,2026-01-31 22:35:59.104770
700,272,273,1,2020,2020,2026-01-31 22:35:59.106581,2026-01-31 22:35:59.106581
704,228,276,1,2020,2020,2026-01-31 22:35:59.137373,2026-01-31 22:35:59.137374
705,127,276,1,2020,2020,2026-01-31 22:35:59.140883,2026-01-31 22:35:59.140883
706,127,277,1,2020,2020,2026-01-31 22:35:59.148273,2026-01-31 22:35:59.148277
707,228,277,1,2020,2020,2026-01-31 22:35:59.150639,2026-01-31 22:35:59.150639
711,127,279,1,2020,2020,2026-01-31 22:35:59.171444,2026-01-31 22:35:59.171445
712,279,280,1,2020,2020,2026-01-31 22:35:59.173616,2026-01-31 22:35:59.173616
713,141,279,1,2020,2020,2026-01-31 22:35:59.175412,2026-01-31 22:35:59.175412
714,127,280,1,2020,2020,2026-01-31 22:35:59.177169,2026-01-31 22:35:59.177169
715,141,280,1,2020,2020,2026-01-31 22:35:59.180050,2026-01-31 22:35:59.180050
495,227,228,5,2020,2023,2026-01-31 22:35:58.386657,2026-01-31 22:35:59.203416
496,227,229,5,2020,2023,2026-01-31 22:35:58.389081,2026-01-31 22:35:59.203420
497,127,227,5,2020,2023,2026-01-31 22:35:58.391129,2026-01-31 22:35:59.203420
570,208,249,5,2020,2022,2026-01-31 22:35:58.642698,2026-01-31 22:35:59.217060
718,208,282,1,2020,2020,2026-01-31 22:35:59.217292,2026-01-31 22:35:59.217293
572,208,250,3,2020,2022,2026-01-31 22:35:58.659036,2026-01-31 22:35:59.222245
719,249,282,1,2020,2020,2026-01-31 22:35:59.222456,2026-01-31 22:35:59.222457
574,249,250,3,2020,2022,2026-01-31 22:35:58.665477,2026-01-31 22:35:59.225400
720,127,282,1,2020,2020,2026-01-31 22:35:59.225616,2026-01-31 22:35:59.225616
576,127,250,3,2020,2022,2026-01-31 22:35:58.669177,2026-01-31 22:35:59.228711
721,250,282,1,2020,2020,2026-01-31 22:35:59.228932,2026-01-31 22:35:59.228932
722,206,283,1,2020,2020,2026-01-31 22:35:59.237066,2026-01-31 22:35:59.237067
723,207,283,1,2020,2020,2026-01-31 22:35:59.239198,2026-01-31 22:35:59.239198
724,127,283,1,2020,2020,2026-01-31 22:35:59.240947,2026-01-31 22:35:59.240947
725,228,284,1,2020,2020,2026-01-31 22:35:59.254133,2026-01-31 22:35:59.254133
726,127,284,1,2020,2020,2026-01-31 22:35:59.256539,2026-01-31 22:35:59.256540
727,284,285,1,2020,2020,2026-01-31 22:35:59.258622,2026-01-31 22:35:59.258623
728,284,286,1,2020,2020,2026-01-31 22:35:59.260364,2026-01-31 22:35:59.260365
729,228,285,1,2020,2020,2026-01-31 22:35:59.263322,2026-01-31 22:35:59.263323
730,228,286,1,2020,2020,2026-01-31 22:35:59.265028,2026-01-31 22:35:59.265029
731,127,285,1,2020,2020,2026-01-31 22:35:59.266722,2026-01-31 22:35:59.266722
732,127,286,1,2020,2020,2026-01-31 22:35:59.268375,2026-01-31 22:35:59.268376
733,285,286,1,2020,2020,2026-01-31 22:35:59.270275,2026-01-31 22:35:59.270276
734,206,287,1,2020,2020,2026-01-31 22:35:59.277567,2026-01-31 22:35:59.277568
735,207,287,1,2020,2020,2026-01-31 22:35:59.282127,2026-01-31 22:35:59.282128
736,127,287,1,2020,2020,2026-01-31 22:35:59.283858,2026-01-31 22:35:59.283858
737,288,289,1,2020,2020,2026-01-31 22:35:59.292787,2026-01-31 22:35:59.292788
738,281,288,1,2020,2020,2026-01-31 22:35:59.294911,2026-01-31 22:35:59.294912
739,127,288,1,2020,2020,2026-01-31 22:35:59.296587,2026-01-31 22:35:59.296587
740,281,289,1,2020,2020,2026-01-31 22:35:59.298373,2026-01-31 22:35:59.298374
741,127,289,1,2020,2020,2026-01-31 22:35:59.300178,2026-01-31 22:35:59.300179
571,127,249,20,2011,2022,2026-01-31 22:35:58.646329,2026-01-31 22:36:01.361210
498,228,229,9,2019,2023,2026-01-31 22:35:58.392941,2026-01-31 22:35:59.889541
500,127,229,11,2019,2023,2026-01-31 22:35:58.396265,2026-01-31 22:35:59.889545
499,127,228,17,2019,2023,2026-01-31 22:35:58.394627,2026-01-31 22:35:59.939222
551,141,244,3,2019,2023,2026-01-31 22:35:58.562114,2026-01-31 22:35:59.950457
555,127,244,3,2019,2023,2026-01-31 22:35:58.569602,2026-01-31 22:35:59.950458
708,244,278,2,2019,2020,2026-01-31 22:35:59.157435,2026-01-31 22:35:59.950458
709,127,278,2,2019,2020,2026-01-31 22:35:59.161153,2026-01-31 22:35:59.950458
710,141,278,2,2019,2020,2026-01-31 22:35:59.164540,2026-01-31 22:35:59.950458
1054,316,317,1,2019,2019,2026-01-31 22:35:59.964901,2026-01-31 22:35:59.964902
1055,127,316,1,2019,2019,2026-01-31 22:35:59.967164,2026-01-31 22:35:59.967165
1056,141,316,1,2019,2019,2026-01-31 22:35:59.968963,2026-01-31 22:35:59.968964
1057,127,317,1,2019,2019,2026-01-31 22:35:59.970701,2026-01-31 22:35:59.970702
1058,141,317,1,2019,2019,2026-01-31 22:35:59.972441,2026-01-31 22:35:59.972441
1059,127,318,1,2019,2019,2026-01-31 22:35:59.984344,2026-01-31 22:35:59.984344
1060,318,319,1,2019,2019,2026-01-31 22:35:59.986541,2026-01-31 22:35:59.986542
1061,318,320,1,2019,2019,2026-01-31 22:35:59.988222,2026-01-31 22:35:59.988222
1062,318,321,1,2019,2019,2026-01-31 22:35:59.989933,2026-01-31 22:35:59.989933
1063,318,322,1,2019,2019,2026-01-31 22:35:59.992067,2026-01-31 22:35:59.992067
1064,127,319,1,2019,2019,2026-01-31 22:35:59.993729,2026-01-31 22:35:59.993730
1065,127,320,1,2019,2019,2026-01-31 22:35:59.995426,2026-01-31 22:35:59.995427
1066,127,321,1,2019,2019,2026-01-31 22:35:59.997117,2026-01-31 22:35:59.997117
1067,127,322,1,2019,2019,2026-01-31 22:35:59.998978,2026-01-31 22:35:59.998978
1068,319,320,1,2019,2019,2026-01-31 22:36:00.000726,2026-01-31 22:36:00.000726
1069,319,321,1,2019,2019,2026-01-31 22:36:00.002772,2026-01-31 22:36:00.002772
1070,319,322,1,2019,2019,2026-01-31 22:36:00.004466,2026-01-31 22:36:00.004466
1071,320,321,1,2019,2019,2026-01-31 22:36:00.006166,2026-01-31 22:36:00.006166
1072,320,322,1,2019,2019,2026-01-31 22:36:00.008243,2026-01-31 22:36:00.008246
1073,321,322,1,2019,2019,2026-01-31 22:36:00.010171,2026-01-31 22:36:00.010171
1074,239,323,1,2019,2019,2026-01-31 22:36:00.018267,2026-01-31 22:36:00.018268
535,239,241,2,2019,2023,2026-01-31 22:35:58.504829,2026-01-31 22:36:00.022794
536,127,239,3,2019,2023,2026-01-31 22:35:58.506506,2026-01-31 22:36:00.022794
1075,241,323,1,2019,2019,2026-01-31 22:36:00.023194,2026-01-31 22:36:00.023194
1076,127,323,1,2019,2019,2026-01-31 22:36:00.025733,2026-01-31 22:36:00.025734
539,127,241,2,2019,2023,2026-01-31 22:35:58.512144,2026-01-31 22:36:00.031078
438,127,208,19,2019,2024,2026-01-31 22:35:58.135925,2026-01-31 22:36:00.044571
1078,274,324,1,2019,2019,2026-01-31 22:36:00.061788,2026-01-31 22:36:00.061788
1079,275,324,1,2019,2019,2026-01-31 22:36:00.065619,2026-01-31 22:36:00.065619
1080,127,324,1,2019,2019,2026-01-31 22:36:00.067679,2026-01-31 22:36:00.067680
1085,127,328,1,2018,2018,2026-01-31 22:36:00.095686,2026-01-31 22:36:00.095687
1081,127,325,2,2014,2018,2026-01-31 22:36:00.074008,2026-01-31 22:36:00.940651
434,206,207,5,2018,2025,2026-01-31 22:35:58.122227,2026-01-31 22:36:00.120166
435,127,206,5,2018,2025,2026-01-31 22:35:58.124988,2026-01-31 22:36:00.120166
436,127,207,5,2018,2025,2026-01-31 22:35:58.126866,2026-01-31 22:36:00.120167
1037,310,311,2,2018,2019,2026-01-31 22:35:59.896894,2026-01-31 22:36:00.142662
1038,310,312,2,2018,2019,2026-01-31 22:35:59.899750,2026-01-31 22:36:00.142663
1039,310,313,2,2018,2019,2026-01-31 22:35:59.901526,2026-01-31 22:36:00.142663
1040,127,310,2,2018,2019,2026-01-31 22:35:59.903244,2026-01-31 22:36:00.142664
1041,310,314,2,2018,2019,2026-01-31 22:35:59.905070,2026-01-31 22:36:00.142664
1042,311,312,2,2018,2019,2026-01-31 22:35:59.906830,2026-01-31 22:36:00.142664
1043,311,313,2,2018,2019,2026-01-31 22:35:59.908703,2026-01-31 22:36:00.142664
1044,127,311,2,2018,2019,2026-01-31 22:35:59.910417,2026-01-31 22:36:00.142664
1045,311,314,2,2018,2019,2026-01-31 22:35:59.912170,2026-01-31 22:36:00.142664
1046,312,313,2,2018,2019,2026-01-31 22:35:59.913870,2026-01-31 22:36:00.142665
1047,127,312,2,2018,2019,2026-01-31 22:35:59.916022,2026-01-31 22:36:00.142665
1048,312,314,2,2018,2019,2026-01-31 22:35:59.917774,2026-01-31 22:36:00.142665
1049,127,313,2,2018,2019,2026-01-31 22:35:59.919448,2026-01-31 22:36:00.142665
1050,313,314,2,2018,2019,2026-01-31 22:35:59.921215,2026-01-31 22:36:00.142665
1051,127,314,2,2018,2019,2026-01-31 22:35:59.922896,2026-01-31 22:36:00.142665
701,274,275,3,2018,2020,2026-01-31 22:35:59.119971,2026-01-31 22:36:00.153182
703,127,275,3,2018,2020,2026-01-31 22:35:59.124036,2026-01-31 22:36:00.153640
1087,329,330,1,2017,2017,2026-01-31 22:36:00.184848,2026-01-31 22:36:00.184848
1096,326,329,1,2017,2017,2026-01-31 22:36:00.224130,2026-01-31 22:36:00.224130
468,127,217,4,2017,2024,2026-01-31 22:35:58.228124,2026-01-31 22:36:00.570479
588,127,254,5,2017,2022,2026-01-31 22:35:58.732310,2026-01-31 22:36:00.570480
595,141,257,4,2017,2022,2026-01-31 22:35:58.778601,2026-01-31 22:36:00.570481
599,127,257,4,2017,2022,2026-01-31 22:35:58.786600,2026-01-31 22:36:00.570481
742,141,254,2,2017,2019,2026-01-31 22:35:59.326991,2026-01-31 22:36:00.570481
744,141,291,2,2017,2019,2026-01-31 22:35:59.331613,2026-01-31 22:36:00.571893
745,141,217,2,2017,2019,2026-01-31 22:35:59.333434,2026-01-31 22:36:00.571894
746,141,292,2,2017,2019,2026-01-31 22:35:59.335129,2026-01-31 22:36:00.571894
747,141,293,2,2017,2019,2026-01-31 22:35:59.336885,2026-01-31 22:36:00.571895
748,141,294,2,2017,2019,2026-01-31 22:35:59.338934,2026-01-31 22:36:00.571895
749,141,295,2,2017,2019,2026-01-31 22:35:59.340663,2026-01-31 22:36:00.571895
750,141,296,2,2017,2019,2026-01-31 22:35:59.342379,2026-01-31 22:36:00.571895
751,141,297,2,2017,2019,2026-01-31 22:35:59.344302,2026-01-31 22:36:00.571895
752,141,298,2,2017,2019,2026-01-31 22:35:59.346000,2026-01-31 22:36:00.571896
753,141,299,2,2017,2019,2026-01-31 22:35:59.347670,2026-01-31 22:36:00.571896
754,141,300,2,2017,2019,2026-01-31 22:35:59.349488,2026-01-31 22:36:00.571896
755,141,301,2,2017,2019,2026-01-31 22:35:59.351186,2026-01-31 22:36:00.571896
756,141,302,2,2017,2019,2026-01-31 22:35:59.352899,2026-01-31 22:36:00.571896
757,141,303,2,2017,2019,2026-01-31 22:35:59.355804,2026-01-31 22:36:00.571896
758,141,304,2,2017,2019,2026-01-31 22:35:59.357921,2026-01-31 22:36:00.571897
759,141,305,2,2017,2019,2026-01-31 22:35:59.359684,2026-01-31 22:36:00.571897
760,141,306,2,2017,2019,2026-01-31 22:35:59.361376,2026-01-31 22:36:00.571897
761,141,307,2,2017,2019,2026-01-31 22:35:59.363134,2026-01-31 22:36:00.571897
762,141,308,2,2017,2019,2026-01-31 22:35:59.364861,2026-01-31 22:36:00.571897
763,141,309,2,2017,2019,2026-01-31 22:35:59.366679,2026-01-31 22:36:00.571897
765,127,291,2,2017,2019,2026-01-31 22:35:59.371353,2026-01-31 22:36:00.576789
766,127,292,2,2017,2019,2026-01-31 22:35:59.374331,2026-01-31 22:36:00.576790
767,127,293,2,2017,2019,2026-01-31 22:35:59.376278,2026-01-31 22:36:00.576790
768,127,294,2,2017,2019,2026-01-31 22:35:59.378011,2026-01-31 22:36:00.576791
769,127,295,2,2017,2019,2026-01-31 22:35:59.379675,2026-01-31 22:36:00.576791
770,127,296,2,2017,2019,2026-01-31 22:35:59.381632,2026-01-31 22:36:00.576791
771,127,297,2,2017,2019,2026-01-31 22:35:59.383518,2026-01-31 22:36:00.576791
772,127,298,2,2017,2019,2026-01-31 22:35:59.385266,2026-01-31 22:36:00.576791
773,127,299,2,2017,2019,2026-01-31 22:35:59.386945,2026-01-31 22:36:00.576792
774,127,300,2,2017,2019,2026-01-31 22:35:59.388602,2026-01-31 22:36:00.576792
775,127,301,2,2017,2019,2026-01-31 22:35:59.390359,2026-01-31 22:36:00.576792
776,127,302,2,2017,2019,2026-01-31 22:35:59.392092,2026-01-31 22:36:00.576792
777,127,303,2,2017,2019,2026-01-31 22:35:59.395334,2026-01-31 22:36:00.576792
778,127,304,2,2017,2019,2026-01-31 22:35:59.397072,2026-01-31 22:36:00.576793
779,127,305,2,2017,2019,2026-01-31 22:35:59.398891,2026-01-31 22:36:00.576793
780,127,306,2,2017,2019,2026-01-31 22:35:59.400725,2026-01-31 22:36:00.576793
781,127,307,2,2017,2019,2026-01-31 22:35:59.402532,2026-01-31 22:36:00.576793
782,127,308,2,2017,2019,2026-01-31 22:35:59.404126,2026-01-31 22:36:00.576793
783,127,309,2,2017,2019,2026-01-31 22:35:59.405732,2026-01-31 22:36:00.576793
784,254,290,2,2017,2019,2026-01-31 22:35:59.407576,2026-01-31 22:36:00.576794
785,254,291,2,2017,2019,2026-01-31 22:35:59.409463,2026-01-31 22:36:00.576794
786,217,254,2,2017,2019,2026-01-31 22:35:59.411356,2026-01-31 22:36:00.576794
787,254,292,2,2017,2019,2026-01-31 22:35:59.413189,2026-01-31 22:36:00.576794
788,254,293,2,2017,2019,2026-01-31 22:35:59.414944,2026-01-31 22:36:00.576794
789,254,294,2,2017,2019,2026-01-31 22:35:59.416708,2026-01-31 22:36:00.576794
790,254,295,2,2017,2019,2026-01-31 22:35:59.418432,2026-01-31 22:36:00.576795
791,254,296,2,2017,2019,2026-01-31 22:35:59.420081,2026-01-31 22:36:00.576795
792,254,297,2,2017,2019,2026-01-31 22:35:59.421772,2026-01-31 22:36:00.576795
793,254,298,2,2017,2019,2026-01-31 22:35:59.423695,2026-01-31 22:36:00.576795
794,254,299,2,2017,2019,2026-01-31 22:35:59.425665,2026-01-31 22:36:00.576795
795,254,300,2,2017,2019,2026-01-31 22:35:59.427366,2026-01-31 22:36:00.576795
796,254,301,2,2017,2019,2026-01-31 22:35:59.429023,2026-01-31 22:36:00.576796
797,254,302,2,2017,2019,2026-01-31 22:35:59.430511,2026-01-31 22:36:00.576796
798,254,257,2,2017,2019,2026-01-31 22:35:59.432414,2026-01-31 22:36:00.576796
799,254,303,2,2017,2019,2026-01-31 22:35:59.434061,2026-01-31 22:36:00.576796
800,254,304,2,2017,2019,2026-01-31 22:35:59.435835,2026-01-31 22:36:00.576796
801,254,305,2,2017,2019,2026-01-31 22:35:59.437519,2026-01-31 22:36:00.576796
802,254,306,2,2017,2019,2026-01-31 22:35:59.439138,2026-01-31 22:36:00.576797
803,254,307,2,2017,2019,2026-01-31 22:35:59.440841,2026-01-31 22:36:00.576797
1086,274,329,3,2016,2017,2026-01-31 22:36:00.182534,2026-01-31 22:36:00.704815
1088,127,329,3,2016,2017,2026-01-31 22:36:00.186557,2026-01-31 22:36:00.704816
743,141,290,4,2015,2019,2026-01-31 22:35:59.329810,2026-01-31 22:36:00.794480
764,127,290,4,2015,2019,2026-01-31 22:35:59.369683,2026-01-31 22:36:00.794481
1052,127,315,3,2015,2019,2026-01-31 22:35:59.954827,2026-01-31 22:36:00.794481
1053,141,315,3,2015,2019,2026-01-31 22:35:59.957070,2026-01-31 22:36:00.794481
1091,315,331,2,2015,2017,2026-01-31 22:36:00.198443,2026-01-31 22:36:00.794481
1092,290,315,2,2015,2017,2026-01-31 22:36:00.200707,2026-01-31 22:36:00.794481
1093,290,331,2,2015,2017,2026-01-31 22:36:00.204870,2026-01-31 22:36:00.794482
1094,127,331,2,2015,2017,2026-01-31 22:36:00.207055,2026-01-31 22:36:00.794482
1095,141,331,2,2015,2017,2026-01-31 22:36:00.209185,2026-01-31 22:36:00.794482
1089,274,330,2,2015,2017,2026-01-31 22:36:00.188287,2026-01-31 22:36:00.819989
1090,127,330,2,2015,2017,2026-01-31 22:36:00.191245,2026-01-31 22:36:00.832596
1077,141,274,5,2015,2019,2026-01-31 22:36:00.049421,2026-01-31 22:36:00.890992
408,127,141,23,2014,2025,2026-01-31 22:35:58.036074,2026-01-31 22:36:00.973270
804,254,308,2,2017,2019,2026-01-31 22:35:59.442533,2026-01-31 22:36:00.576797
805,254,309,2,2017,2019,2026-01-31 22:35:59.444202,2026-01-31 22:36:00.576797
806,290,291,2,2017,2019,2026-01-31 22:35:59.445857,2026-01-31 22:36:00.576797
807,217,290,2,2017,2019,2026-01-31 22:35:59.447498,2026-01-31 22:36:00.576797
808,290,292,2,2017,2019,2026-01-31 22:35:59.449243,2026-01-31 22:36:00.576798
809,290,293,2,2017,2019,2026-01-31 22:35:59.451012,2026-01-31 22:36:00.576798
810,290,294,2,2017,2019,2026-01-31 22:35:59.452670,2026-01-31 22:36:00.576798
811,290,295,2,2017,2019,2026-01-31 22:35:59.454297,2026-01-31 22:36:00.576798
812,290,296,2,2017,2019,2026-01-31 22:35:59.456093,2026-01-31 22:36:00.576798
813,290,297,2,2017,2019,2026-01-31 22:35:59.458073,2026-01-31 22:36:00.576798
814,290,298,2,2017,2019,2026-01-31 22:35:59.460312,2026-01-31 22:36:00.576799
815,290,299,2,2017,2019,2026-01-31 22:35:59.461962,2026-01-31 22:36:00.576799
816,290,300,2,2017,2019,2026-01-31 22:35:59.463644,2026-01-31 22:36:00.576799
817,290,301,2,2017,2019,2026-01-31 22:35:59.465397,2026-01-31 22:36:00.576799
818,290,302,2,2017,2019,2026-01-31 22:35:59.467045,2026-01-31 22:36:00.576799
819,257,290,2,2017,2019,2026-01-31 22:35:59.468667,2026-01-31 22:36:00.576799
820,290,303,2,2017,2019,2026-01-31 22:35:59.470311,2026-01-31 22:36:00.576800
821,290,304,2,2017,2019,2026-01-31 22:35:59.471975,2026-01-31 22:36:00.576800
822,290,305,2,2017,2019,2026-01-31 22:35:59.473964,2026-01-31 22:36:00.576800
823,290,306,2,2017,2019,2026-01-31 22:35:59.475950,2026-01-31 22:36:00.576800
824,290,307,2,2017,2019,2026-01-31 22:35:59.477724,2026-01-31 22:36:00.576800
825,290,308,2,2017,2019,2026-01-31 22:35:59.479625,2026-01-31 22:36:00.576800
826,290,309,2,2017,2019,2026-01-31 22:35:59.481559,2026-01-31 22:36:00.576801
