id,author1_name,author1_is_faculty,author2_name,author2_is_faculty,collaboration_count,first_collaboration_year,last_collaboration_year
1309,Nagender Kumar Suryadevara,True,Subhas C. Mukhopadhyay,False,3,2013,2015
2252,S. Durga Bhavani,True,Prathuri Jhansi Rani,False,3,2011,2017
244,Chillarige Raghavendra Rao,True,Raghavendra Kune,False,3,2014,2017
2265,V. Ch. Venkaiah,True,Umesh Kumar,False,3,2022,2025
247,Chillarige Raghavendra Rao,True,Pramodkumar Konugurthi,False,3,2014,2017
250,Chillarige Raghavendra Rao,True,Rajkumar Buyya,False,3,2014,2017
219,Tilottama Goswami,False,Arun Agarwal,True,3,2014,2022
240,Rajeev Wankar,True,Vijaya Lakshmi V. Nadimpalli,False,3,2014,2017
2306,V. Ch. Venkaiah,True,Prabal Paul,False,3,2013,2014
2321,V. Ch. Venkaiah,True,Kishore Kothapalli,False,3,2008,2011
462,Satish Narayana Srirama,True,Tek Raj Chhetri,False,3,2020,2024
2328,Atul Negi,True,Mudavath Ravi,False,3,2024,2025
2331,Atul Negi,True,Bogolu Rupa,False,3,2023,2025
2339,Atul Negi,True,G. Madhuri,False,3,2021,2024
2353,Atul Negi,True,Vijender Busi Reddy,False,3,2018,2019
2356,Atul Negi,True,S. Venkataraman,False,3,2018,2019
1395,Arun Kumar Das,True,Tomás Valla,False,3,2024,2025
1412,Arun Kumar Das,True,Guilherme Dias da Fonseca,False,3,2022,2023
1413,Arun Kumar Das,True,Yan Gerard,False,3,2022,2023
1414,Arun Kumar Das,True,Bastien Rivier,False,3,2022,2023
1422,Arun Kumar Das,True,Swami Sarvattomananda,False,3,2021,2023
2342,Atul Negi,True,Tapan Kumar Sahoo,False,3,2015,2021
1379,Arun Kumar Das,True,Sergio Cabello,False,3,2021,2025
157,Siba K. Udgata,True,Gauri K. Udgata,False,3,2008,2010
2391,Atul Negi,True,Kavitha Ammayappan,False,3,2011,2014
48,P. Sruthi,False,Siba K. Udgata,True,3,2023,2024
576,Satish Narayana Srirama,True,Giorgos Giotis,False,3,2020,2022
2400,Atul Negi,True,Vijaya Kumar Koppula,False,3,2009,2012
2415,Atul Negi,True,Kadappagari Vijaya Kumar,False,3,2007,2008
9,Alok Singh,True,Kasi Viswanath Dasari,False,3,2021,2024
2411,Atul Negi,True,G. Geethakumari,False,3,2005,2009
555,Satish Narayana Srirama,True,Md. Redowan Mahmud,False,3,2019,2023
180,Wilson Naik Bhukya,True,Rajendra Prasad Lal,True,3,2024,2025
292,Atul Negi,True,Arun Agarwal,True,3,1995,2013
1473,Saifulla Md. Abdul,True,Ruhul Amin,False,3,2025,2026
1474,Saifulla Md. Abdul,True,Nemalikanti Anand,False,3,2023,2025
116,Ayangleima Laishram,False,Vineet Padmanabhan,True,3,2016,2019
536,Satish Narayana Srirama,True,Deepsubhra Guha Roy,False,3,2019,2023
20,Alok Singh,True,Pandiri Venkatesh,False,3,2015,2020
2456,Hrushikesha Mohanty,True,Lakshmi H. N.,False,3,2014,2015
1500,Saifulla Md. Abdul,True,Radha Vedala,False,3,2021,2025
2500,Hrushikesha Mohanty,True,Chit Htay Lwin,False,3,2004,2005
2515,Hrushikesha Mohanty,True,Satyajit Acharya,False,3,2003,2005
1563,Atul Negi,True,K. D. Nayak,False,3,2009,2010
1564,Rajeev Wankar,True,K. D. Nayak,False,3,2009,2010
703,Satish Narayana Srirama,True,Amnir Hadachi,False,3,2018,2020
2534,K. Swarupa Rani,True,Bhargavi B.,False,3,2018,2022
2560,Chakravarthy Bhagvati,True,Laiphangbam Melinda,False,3,2017,2023
2575,Chakravarthy Bhagvati,True,S. M. Renuka Devi,False,3,2011,2011
1598,Digambar Pawar,True,Pranitha Sanda,False,3,2022,2023
2599,Narayana Murthy Kavi,True,Renjith P. Ravindran,False,3,2021,2023
2606,Narayana Murthy Kavi,True,Guntur Bharadwaja Kumar,False,3,2006,2008
1088,Satish Narayana Srirama,True,Sander Soo,False,3,2016,2017
1052,Satish Narayana Srirama,True,Bowen Zhou,False,3,2015,2019
2666,Vineet Padmanabhan,True,Tadiparthi V. R. Himabindu,False,3,2015,2018
2667,Arun K. Pujari,True,Tadiparthi V. R. Himabindu,False,3,2015,2018
312,Chillarige Raghavendra Rao,True,Vadlamani Ravi,False,3,2011,2012
313,Chillarige Raghavendra Rao,True,Nekuri Naveen,True,3,2011,2012
283,Chillarige Raghavendra Rao,True,P. S. V. S. Sai Prasad,True,3,2011,2014
2638,Arun K. Pujari,True,Arko Banerjee,False,3,2009,2021
1084,Satish Narayana Srirama,True,Jaagup Viil,False,3,2014,2018
2723,Arun K. Pujari,True,Ravi Sankar Veerubhotla,False,3,2004,2005
2725,Arun K. Pujari,True,Ashutosh Saxena,False,3,2004,2005
2730,Arun K. Pujari,True,M. Sreenivasa Rao,False,3,1997,2004
2775,Arun Agarwal,True,Kamlesh Kumar Raghuvanshi,False,3,2022,2023
2772,Arun Agarwal,True,Yaswanth Gavini,False,3,2019,2023
2774,Arun Agarwal,True,Babu M. Mehtre,False,3,2019,2023
2798,Arun Agarwal,True,Saurabh N. Mehta,False,3,2018,2020
2785,Arun Agarwal,True,Amita Dev,False,3,2018,2022
1171,Satish Narayana Srirama,True,Oleg Batrashev,False,3,2010,2011
6,Alok Singh,True,Sebanti Majumder,False,3,2023,2024
342,C. Raghavendra Rao,False,Nekuri Naveen,True,3,2009,2010
1196,Satish Narayana Srirama,True,Ralf Klamma,False,3,2006,2009
1174,Satish Narayana Srirama,True,Mohamed Amine Chatti,False,3,2006,2010
2848,Arun Agarwal,True,Karim Hussein,False,3,1995,1999
199,Mohsin Furkh Dar,False,Avatharam Ganivada,True,3,2023,2025
2083,Chakravarthy Bhagvati,True,Raju S. Bapi,False,3,2006,2007
2902,Vineet Padmanabhan,True,Subhasis Thakur,False,3,2007,2008
774,Satish Narayana Srirama,True,Pierangela Samarati,False,2,2017,2019
1588,Digambar Pawar,True,Raghavendra Gowda,False,2,2023,2025
775,Satish Narayana Srirama,True,Dejan S. Milojicic,False,2,2017,2019
2879,Vineet Padmanabhan,True,Abinash Pujahari,False,2,2014,2015
1602,Digambar Pawar,True,V. Radha,False,2,2022,2022
776,Satish Narayana Srirama,True,Carlos A. Varela,False,2,2017,2019
777,Satish Narayana Srirama,True,Marcos Dias de Assunção,False,2,2017,2019
778,Satish Narayana Srirama,True,Omer F. Rana,False,2,2017,2019
2598,Vibhuti Kumari,False,Narayana Murthy Kavi,True,2,2023,2024
2600,Narayana Murthy Kavi,True,Ch. Ram Anirudh,False,2,2021,2023
2092,Arun K. Pujari,True,Raju S. Bapi,False,2,2006,2007
779,Satish Narayana Srirama,True,Wanlei Zhou,False,2,2017,2019
780,Satish Narayana Srirama,True,Hai Jin,False,2,2017,2019
1607,Battula Srinivasa Rao,True,Sukanya Pechetti,False,2,2023,2023
781,Satish Narayana Srirama,True,Wolfgang Gentzsch,False,2,2017,2019
1571,Vineet Padmanabhan,True,Wilson Naik,False,2,2024,2025
251,Soumen Ghosh,False,P. S. V. S. Sai Prasad,True,2,2016,2017
782,Satish Narayana Srirama,True,Albert Y. Zomaya,False,2,2017,2019
783,Satish Narayana Srirama,True,Haiying Shen,False,2,2017,2019
2617,Arun K. Pujari,True,Shamal Shaikh,False,2,2023,2024
226,Chillarige Raghavendra Rao,True,Munaga V. N. K. Prasad,False,2,2016,2020
1545,Rajeev Wankar,True,Raghavendra Kune,False,2,2018,2019
234,Rajeev Wankar,True,Priyanka Badiwal,False,2,2018,2019
2620,Arun K. Pujari,True,Adamya Shyam,False,2,2023,2024
1094,Satish Narayana Srirama,True,Amir Vahid Dastjerdi,False,2,2015,2017
1090,Satish Narayana Srirama,True,Seng W. Loke,False,2,2015,2017
2653,Arun K. Pujari,True,Rasmikanta Pati,False,2,2021,2021
2656,Arun K. Pujari,True,Padmavati Gahan,False,2,2021,2021
2486,Hrushikesha Mohanty,True,Deepak Chenthati,False,2,2007,2008
1668,Bapi Raju Surampudi,True,Khushbu Pahwa,False,2,2025,2025
2643,Arun K. Pujari,True,Chhabi Rani Panigrahi,False,2,2020,2021
2644,Arun K. Pujari,True,Bibudhendu Pati,False,2,2020,2021
1542,Rajeev Wankar,True,Shashikant Ilager,False,2,2018,2019
1677,Bapi Raju Surampudi,True,Maneesh Kumar Singh,False,2,2025,2025
1081,Satish Narayana Srirama,True,Alireza Ostovar,False,2,2014,2018
2675,Arun K. Pujari,True,Anubhuti Garg,False,2,2015,2015
2677,Vineet Padmanabhan,True,Anubhuti Garg,False,2,2015,2015
2474,Hrushikesha Mohanty,True,Martha VenkataSwamy,False,2,2009,2009
127,Siba K. Udgata,True,Kiran Kumar Anumandla,False,2,2012,2013
130,Siba K. Udgata,True,Rangababu Peesapati,False,2,2012,2013
229,C. Raghavendra Rao,False,K. Swarupa Rani,True,2,2012,2019
87,Siba K. Udgata,True,Vasavi Junapudi,False,2,2010,2018
2210,T. Sobha Rani,True,Shailendra Sahu,False,2,2022,2022
2678,S. Mini,False,Arun K. Pujari,True,2,2015,2015
432,Satish Narayana Srirama,True,Chengzhong Xu,False,2,2024,2025
431,Satish Narayana Srirama,True,Kejiang Ye,False,2,2024,2025
539,Satish Narayana Srirama,True,Debashis De,False,2,2019,2023
1511,Saifulla Md. Abdul,True,Muhammad Khurram Khan,False,2,2025,2025
1505,Saifulla Md. Abdul,True,Sanjeev Kumar Dwivedi,False,2,2025,2025
2668,Vineet Padmanabhan,True,Sowmini Devi V.,False,2,2014,2017
2669,Arun K. Pujari,True,Sowmini Devi V.,False,2,2014,2017
428,Satish Narayana Srirama,True,Muhammad Hafizhuddin Hilman,False,2,2024,2025
2428,Atul Negi,True,Ashutosh Saxena,False,2,2004,2006
1481,Saifulla Md. Abdul,True,Rizwan Patan,False,2,2025,2025
2693,Arun K. Pujari,True,Mukesh K. Jadon,False,2,2013,2013
1479,Saifulla Md. Abdul,True,Raveendra Babu Ponnuru,False,2,2025,2025
1744,Atul Negi,True,Madhavi Alamuri,False,2,2014,2024
332,Arun Agarwal,True,Maramreddy Umadevi,False,2,2011,2011
1241,Anjeneya Swami Kare,True,I. Vinod Reddy,False,2,2019,2020
2701,Arun K. Pujari,True,Manju Chaudhary,False,2,2009,2011
144,Siba K. Udgata,True,Sesham Srinu,False,2,2012,2012
337,P. S. V. S. Sai Prasad,True,K. Hima Bindu,False,2,2010,2011
709,Satish Narayana Srirama,True,Kotagiri Ramamohanarao,False,2,2019,2020
57,Siba K. Udgata,True,Gayathri Gorrepati,False,2,2023,2024
291,Atul Negi,True,C. Raghavendra Rao,False,2,2010,2013
179,Ali Nadim Alhaj,False,Rajendra Prasad Lal,True,2,2025,2025
2717,Arun K. Pujari,True,Krishna Sandeep Reddy Dubba,False,2,2006,2006
178,Wilson Naik Bhukya,True,Ali Nadim Alhaj,False,2,2025,2025
2906,Vineet Padmanabhan,True,Jenny Eriksson Lundström,False,2,2007,2007
13,Alok Singh,True,Mallikarjun Rao Nakkala,False,2,2021,2022
264,Arun Agarwal,True,Morusupalli Raghava,False,2,2013,2016
2700,Arun K. Pujari,True,Krupa Sagar Reddy,False,2,2005,2011
2590,Arun K. Pujari,True,Priti Chandra,False,2,2004,2005
2115,Atul Negi,True,Narri Yadaiah,False,2,2004,2006
2910,Vineet Padmanabhan,True,Shazia Sadiq,False,2,2006,2006
1764,Bapi Raju Surampudi,True,Praveen Kumar Vesapogu,False,2,2023,2023
2381,Atul Negi,True,Kavitha Athota,False,2,2014,2015
59,Siba K. Udgata,True,Rohit Kumar Bondugula,False,2,2023,2023
1426,Arun Kumar Das,True,Aritra Banik,False,2,2020,2021
2729,Arun K. Pujari,True,Challa Dhanunjaya Naidu,False,2,2002,2004
2731,Arun K. Pujari,True,B. C. Jinaga,False,2,2002,2004
1387,Arun Kumar Das,True,Bodhayan Roy,False,2,2024,2025
1386,Arun Kumar Das,True,Ritam M. Mitra,False,2,2024,2025
1385,Arun Kumar Das,True,Sk Samim Islam,False,2,2024,2025
1394,Arun Kumar Das,True,Michal Opler,False,2,2025,2025
2739,Arun K. Pujari,True,A. K. Shiny,False,2,1998,1999
2121,Atul Negi,True,Raju S. Bapi,False,2,2004,2006
2362,Atul Negi,True,Devarapalli Koteswara Rao,False,2,2017,2018
2744,Arun K. Pujari,True,M. B. Sukhaswami,False,2,1995,1996
1768,Bapi Raju Surampudi,True,Pindi Krishna Chandra Prasad,False,2,2022,2023
1373,P. S. V. S. Sai Prasad,True,Praveen Kumar Singh,False,2,2016,2017
82,Siba K. Udgata,True,Lalitha Krishnasamy,False,2,2017,2021
2746,Arun K. Pujari,True,P. Seetharamulu,False,2,1991,1995
2343,Atul Negi,True,Haider Banka,False,2,2020,2021
272,Chillarige Raghavendra Rao,True,Vijaya Lakshmi V. Nadimpalli,False,2,2014,2014
2326,V. Ch. Venkaiah,True,Syamal Kumar Sen,False,2,1990,1996
1138,Satish Narayana Srirama,True,Vladislav Ivanistsev,False,2,2013,2015
1887,Bapi Raju Surampudi,True,Jashn Arora,False,2,2022,2022
1888,Bapi Raju Surampudi,True,Veeral Agarwal,False,2,2022,2022
2753,Arun K. Pujari,True,B. Lavakusha,False,2,1989,1990
2755,Arun K. Pujari,True,P. G. Reddy,False,2,1989,1990
334,Chillarige Raghavendra Rao,True,Rafah M. Almuttairi,False,2,2010,2011
335,Atul Negi,True,Chillarige Raghavendra Rao,True,2,2010,2011
2324,V. Ch. Venkaiah,True,Eric A. Lord,False,2,1990,1996
577,Satish Narayana Srirama,True,Gaurav Garg,False,2,2021,2022
2307,V. Ch. Venkaiah,True,K. Ramanjaneyulu,False,2,2008,2014
2770,Arun Agarwal,True,Shaktimayee Mishra,False,2,2024,2025
2771,Arun Agarwal,True,Asit Kumar Panda,False,2,2024,2025
2320,V. Ch. Venkaiah,True,Satish Varagani,False,2,2009,2011
2778,Arun Agarwal,True,Amit Kumar Singh,False,2,2022,2023
421,Satish Narayana Srirama,True,Minxian Xu,False,2,2024,2025
2318,V. Ch. Venkaiah,True,Kishore Yadav,False,2,2009,2011
1123,Satish Narayana Srirama,True,Nikita Salnikov-Tarnovski,False,2,2011,2015
2296,V. Ch. Venkaiah,True,Dileep Kumar Pattipati,False,2,2014,2016
589,Satish Narayana Srirama,True,Nicholas R. Jennings,False,2,2021,2022
2784,Ajith Abraham,False,Arun Agarwal,True,2,2022,2022
