id,author1_name,author1_is_faculty,author2_name,author2_is_faculty,collaboration_count,first_collaboration_year,last_collaboration_year
583,Satish Narayana Srirama,True,Shreshth Tuli,False,2,2021,2022
2123,Atul Negi,True,V. Seshagiri Rao,False,2,2004,2006
416,Satish Narayana Srirama,True,Linfeng Wen,False,2,2024,2025
133,Siba K. Udgata,True,Ajith Abraham,False,2,2010,2013
2929,Vineet Padmanabhan,True,Hau L. Lee,False,2,2004,2004
1353,P. S. V. S. Sai Prasad,True,Vadlamudi Aadarsh,False,2,2023,2025
1349,P. S. V. S. Sai Prasad,True,G. Y. Phani Kumar,False,2,2025,2026
581,Satish Narayana Srirama,True,Neeraj Kumar,False,2,2021,2022
2931,Vineet Padmanabhan,True,Seungjin Whang,False,2,2004,2004
220,Chillarige Raghavendra Rao,True,Tilottama Goswami,False,2,2021,2022
2263,S. Durga Bhavani,True,N. Ravi Shankar,False,2,2010,2010
2820,Arun Agarwal,True,Akhter Mohiuddin Rather,False,2,2014,2015
2822,V. N. Sastry,False,Arun Agarwal,True,2,2014,2015
2932,Salman Abdul Moiz,True,Thirupathi Guggulothu,False,2,2019,2020
2262,S. Durga Bhavani,True,V. Umakanta Sastry,False,2,2010,2010
473,Satish Narayana Srirama,True,Suvam Basak,False,2,2022,2024
330,Rajeev Wankar,True,Gutha Jaya Krishna,False,2,2011,2011
532,Satish Narayana Srirama,True,Chandra Sekhara Rao Annavarapu,False,2,2022,2023
470,Satish Narayana Srirama,True,Anna Fensel,False,2,2022,2024
2824,Arun Agarwal,True,Upendra Kumar Singh,False,2,2013,2014
2825,Vineet Padmanabhan,True,Arun Agarwal,True,2,2013,2014
475,Satish Narayana Srirama,True,Bharadwaj Veeravalli,False,2,2023,2024
77,Siba K. Udgata,True,Susil Kumar Mohanty,False,2,2020,2021
1246,Anjeneya Swami Kare,True,Sanjeev Saxena,False,2,2013,2014
2051,T. Sobha Rani,True,G. Narahari Sastry,False,2,2011,2011
2053,S. Durga Bhavani,True,G. Narahari Sastry,False,2,2011,2011
1302,Atul Negi,True,Srinivasa Raju Rudraraju,False,2,2019,2020
2235,Nekuri Naveen,True,Manideepto-Das,False,2,2012,2012
1239,Anjeneya Swami Kare,True,Juho Lauri,False,2,2017,2020
1294,Nagender Kumar Suryadevara,True,Anindya Nag,False,2,2021,2022
1279,Mohd Irfan,False,Nagender Kumar Suryadevara,True,2,2022,2024
2862,Arun Agarwal,True,Lik Mui,False,2,1994,1994
528,Satish Narayana Srirama,True,Varun G. Menon,False,2,2023,2023
526,Satish Narayana Srirama,True,Mohammad Ayoub Khan,False,2,2023,2023
2222,S. Durga Bhavani,True,D. Sandhya Rani,False,2,2014,2015
2221,T. Sobha Rani,True,D. Sandhya Rani,False,2,2014,2015
2177,Y. V. Subba Rao,True,Rolla Subrahmanyam,False,2,2023,2023
2533,K. Swarupa Rani,True,Ashwitha Gatadi,False,2,2023,2024
2529,K. Swarupa Rani,True,Maneesha Gudapati,False,2,2023,2025
2524,K. Swarupa Rani,True,Harinath Kuruva,False,2,2023,2026
2525,Salman Abdul Moiz,True,Harinath Kuruva,False,2,2023,2026
2532,K. Swarupa Rani,True,A. Sandhya Rani,False,2,2023,2024
2868,Vineet Padmanabhan,True,Gopal N. Rai,False,2,2015,2021
1575,Vineet Padmanabhan,True,Cherian Roy,False,2,2021,2023
1576,Rajendra Prasad Lal,True,Cherian Roy,False,2,2021,2023
1051,Satish Narayana Srirama,True,Mohamed Faten Zhani,False,2,2018,2019
1049,Satish Narayana Srirama,True,Jorge Bernal Bernabé,False,2,2018,2019
3,Alok Singh,True,Mohd Danish Rasheed,False,2,2025,2025
765,Satish Narayana Srirama,True,Yogesh Simmhan,False,2,2017,2019
766,Satish Narayana Srirama,True,Erol Gelenbe,False,2,2017,2019
767,Satish Narayana Srirama,True,Bahman Javadi,False,2,2017,2019
768,Satish Narayana Srirama,True,Luis Miguel Vaquero,False,2,2017,2019
2561,Chakravarthy Bhagvati,True,V. Padma,False,2,2021,2023
2471,Hrushikesha Mohanty,True,Sanjay Madria,False,2,2003,2009
2564,Chakravarthy Bhagvati,True,Rakesh Kummari,False,2,2018,2021
769,Satish Narayana Srirama,True,Marco A. S. Netto,False,2,2017,2019
2870,Vineet Padmanabhan,True,G. R. Gangadharan,False,2,2015,2021
770,Satish Narayana Srirama,True,Adel Nadjaran Toosi,False,2,2017,2019
771,Satish Narayana Srirama,True,Maria Alejandra Rodriguez,False,2,2017,2019
2469,Hrushikesha Mohanty,True,T. Suman Kumar Reddy,False,2,2003,2009
2516,Hrushikesha Mohanty,True,Chris George,False,2,2004,2005
1047,Satish Narayana Srirama,True,Yehia Elkhatib,False,2,2018,2019
1592,Digambar Pawar,True,Sonam Sharma,False,2,2025,2025
2176,N. Rukma Rekha,True,Rolla Subrahmanyam,False,2,2023,2023
1044,Satish Narayana Srirama,True,Félix Cuadrado,False,2,2018,2019
1593,Digambar Pawar,True,Dipanjan Roy,False,2,2025,2025
1040,Satish Narayana Srirama,True,Luis M. Vaquero,False,2,2018,2019
772,Satish Narayana Srirama,True,Ignacio Martín Llorente,False,2,2017,2019
773,Satish Narayana Srirama,True,Sabrina De Capitani di Vimercati,False,2,2017,2019
2213,T. Sobha Rani,True,Swati Katiyar,False,1,2021,2021
2214,S. Durga Bhavani,True,Swati Katiyar,False,1,2021,2021
2215,Junaid Alam,False,T. Sobha Rani,True,1,2019,2019
2216,T. Sobha Rani,True,Y. Divya Brahmani,False,1,2018,2018
2217,S. Durga Bhavani,True,Y. Divya Brahmani,False,1,2018,2018
2218,S. Durga Bhavani,True,Rodda Monica,False,1,2017,2017
2219,T. Sobha Rani,True,Rodda Monica,False,1,2017,2017
2220,T. Sobha Rani,True,C. V. Krishna Veni,False,1,2017,2017
2223,T. Sobha Rani,True,P. V. Soujanya,False,1,2013,2013
2225,T. Sobha Rani,True,P. Manasa,False,1,2012,2012
2226,T. Sobha Rani,True,M. R. Prasad,False,1,2012,2012
2227,T. Sobha Rani,True,A. Poorna Chandrasekhar,False,1,2012,2012
2231,Nekuri Naveen,True,Mamillapalli Chilaka Rao,False,1,2016,2016
2233,Nekuri Naveen,True,Mayank Pandey,False,1,2013,2013
2236,Nekuri Naveen,True,Dudyala Anil Kumar,False,1,2009,2009
2244,S. Durga Bhavani,True,Indu Rodda,False,1,2023,2023
2245,S. Durga Bhavani,True,M. Dhilber,False,1,2020,2020
2247,S. Durga Bhavani,True,Anu Beniwal,False,1,2020,2020
2248,S. Durga Bhavani,True,Gourav Roy,False,1,2020,2020
2249,S. Durga Bhavani,True,Ankur Sharma,False,1,2019,2019
2250,S. Durga Bhavani,True,Ritwik Malla,False,1,2019,2019
2251,S. Durga Bhavani,True,Vivek Singh Baghel,False,1,2018,2018
2253,S. Durga Bhavani,True,D. Shiva Shankar,False,1,2016,2016
2254,S. Durga Bhavani,True,Jatharakonda Mallesham,False,1,2016,2016
2256,S. Durga Bhavani,True,Mohamed Mustafa Faisan,False,1,2014,2014
2257,S. Durga Bhavani,True,Saifuddin Kaijar,False,1,2012,2012
2258,S. Durga Bhavani,True,Somdatta Sinha,False,1,2011,2011
2260,S. Durga Bhavani,True,Venkatesh Bandaru,False,1,2011,2011
2264,Arun K. Pujari,True,S. Durga Bhavani,True,1,2004,2004
2268,V. Ch. Venkaiah,True,Ajeet Singh,False,1,2021,2021
2277,Salman Abdul Moiz,True,Abdul Basit,False,1,2020,2020
2278,V. Ch. Venkaiah,True,Chanakya Patibandla,False,1,2020,2020
2279,Salman Abdul Moiz,True,Chanakya Patibandla,False,1,2020,2020
2280,Salman Abdul Moiz,True,V. Ch. Venkaiah,True,1,2020,2020
2281,V. Ch. Venkaiah,True,Jyoti Lamba,False,1,2020,2020
2294,V. Ch. Venkaiah,True,K. Bhavani,False,1,2017,2017
2299,V. Ch. Venkaiah,True,Allam Appa Rao,False,1,2016,2016
2300,V. Ch. Venkaiah,True,Lalitha Kiran Nemana,False,1,2016,2016
2302,V. Ch. Venkaiah,True,Banita Mahapatra,False,1,2015,2015
2304,V. Kamakshi Prasad,False,V. Ch. Venkaiah,True,1,2015,2015
2308,V. Ch. Venkaiah,True,Neelima Jampala,False,1,2014,2014
2309,V. Ch. Venkaiah,True,J. Rajendra Prasad,False,1,2014,2014
2315,V. Ch. Venkaiah,True,D. M. Vinod Kumar,False,1,2011,2011
2323,V. Ch. Venkaiah,True,Mukul S. Bansal,False,1,2005,2005
2327,V. Ch. Venkaiah,True,Arogyaswami Paulraj,False,1,1994,1994
2332,Atul Negi,True,Madhuri Gadwal,False,1,2024,2024
2335,Atul Negi,True,Mrudula Sarvabhatla,False,1,2024,2024
2337,Atul Negi,True,Konduru Upendra Raju,False,1,2024,2024
2338,Atul Negi,True,Srinivasu Nulaka,False,1,2024,2024
2340,Atul Negi,True,Nitin Sai Bommi,False,1,2023,2023
2347,Atul Negi,True,B. R. Tapas Bapu,False,1,2019,2019
2348,Atul Negi,True,R. Anitha,False,1,2019,2019
2350,Salman Abdul Moiz,True,Abdulsalam Alammari,False,1,2019,2019
2351,Atul Negi,True,Abdulsalam Alammari,False,1,2019,2019
2352,Atul Negi,True,Salman Abdul Moiz,True,1,2019,2019
2357,Atul Negi,True,V. Raghu Venkataraman,False,1,2019,2019
2359,Atul Negi,True,Anish M. Rao,False,1,2019,2019
2363,Atul Negi,True,Rajesh K,False,1,2018,2018
2365,Chakravarthy Bhagvati,True,Sukumar Burra,False,1,2017,2017
2366,Atul Negi,True,Sukumar Burra,False,1,2017,2017
2367,Chakravarthy Bhagvati,True,Amit Patel,False,1,2017,2017
2368,Atul Negi,True,Amit Patel,False,1,2017,2017
2372,Atul Negi,True,Chandra Shekhar Verma,False,1,2017,2017
2374,Atul Negi,True,V. Dinesh Reddy,False,1,2017,2017
2375,Atul Negi,True,G. R. Gangadharan,False,1,2017,2017
2377,Atul Negi,True,Devarapalli Koteswara,False,1,2016,2016
2379,Atul Negi,True,T. Hitendra Sarma,False,1,2016,2016
2380,Atul Negi,True,P. Viswanath,False,1,2016,2016
2383,Atul Negi,True,Manoj Kumar Gundawar,False,1,2015,2015
2384,Atul Negi,True,D. Koteswara Rao,False,1,2015,2015
2386,Atul Negi,True,Mohsen Hallaj Asghar,False,1,2015,2015
2388,Atul Negi,True,Nasibeh Mohammadzadeh,False,1,2015,2015
2390,Atul Negi,True,Taraneh Kazerouni,False,1,2015,2015
2393,Atul Negi,True,Suresh Kumar Thirupuranthakam,False,1,2014,2014
2394,Atul Negi,True,Sujoy Sarkar,False,1,2013,2013
2397,Atul Negi,True,Saumya Jetley,False,1,2012,2012
2399,Atul Negi,True,Swapnil Belhe,False,1,2012,2012
2401,Atul Negi,True,Samit Kumar Pradhan,False,1,2012,2012
2403,Atul Negi,True,Ashok Kumar Das,False,1,2011,2011
2406,Atul Negi,True,P. Pavan Kumar,False,1,2011,2011
2410,Arun Agarwal,True,Bulusu Lakshmana Deekshatulu,False,1,2011,2011
2414,Atul Negi,True,Utpal Garain,False,1,2009,2009
2416,Atul Negi,True,B. Panigrahi,False,1,2006,2006
2417,Atul Negi,True,Munaga V. N. K. Prasad,False,1,2006,2006
2418,Atul Negi,True,Madhabananda Das,False,1,2006,2006
2422,Atul Negi,True,N. Santosh Arjun,False,1,2006,2006
2424,Atul Negi,True,Thulasi Goriparthi,False,1,2006,2006
2426,Atul Negi,True,Manik Lal Das,False,1,2006,2006
2430,Atul Negi,True,Sameer Verma,False,1,2005,2005
2431,Atul Negi,True,Leigh Jin,False,1,2005,2005
2432,Atul Negi,True,Jignesh Dholakia,False,1,2005,2005
2434,Atul Negi,True,S. Rama Mohan,False,1,2005,2005
2435,Atul Negi,True,C. V. Raman,False,1,2005,2005
2437,Atul Negi,True,Sadybakasov Ulanbek,False,1,2004,2004
2438,Atul Negi,True,Amarnath K. Koundinya,False,1,2004,2004
2440,Atul Negi,True,K. Nikhil Shanker,False,1,2003,2003
2441,Atul Negi,True,Chandra Kanth Chereddi,False,1,2003,2003
2443,Chakravarthy Bhagvati,True,Tanuku Ravi,False,1,2002,2002
2444,Chakravarthy Bhagvati,True,S. Mahesh Kumar,False,1,2002,2002
2446,Atul Negi,True,Tanuku Ravi,False,1,2002,2002
2447,Atul Negi,True,S. Mahesh Kumar,False,1,2002,2002
2448,Atul Negi,True,B. Krishna,False,1,2001,2001
2449,Chakravarthy Bhagvati,True,B. Krishna,False,1,2001,2001
2450,Atul Negi,True,P. Sreedevi,False,1,1997,1997
2451,Atul Negi,True,P. Debbarma,False,1,1997,1997
2453,Atul Negi,True,K. S. Swaroop,False,1,1995,1995
2454,Arun Agarwal,True,K. S. Swaroop,False,1,1995,1995
2457,A. B. Sagar,False,Hrushikesha Mohanty,True,1,2014,2014
2462,Hrushikesha Mohanty,True,Rajesh Kurra,False,1,2010,2010
2466,Hrushikesha Mohanty,True,A. Tripathi,False,1,2009,2009
2475,Hrushikesha Mohanty,True,Srini Ramaswamy,False,1,2009,2009
2479,Hrushikesha Mohanty,True,Pillalamarri Thilak,False,1,2009,2009
2480,Hrushikesha Mohanty,True,Srinivasan Ramaswamy,False,1,2009,2009
2484,Hrushikesha Mohanty,True,A. Murali M. Rao,False,1,2008,2008
2485,Hrushikesha Mohanty,True,Sumagna Patnaik,False,1,2008,2008
2487,Hrushikesha Mohanty,True,R. K. Shyamsundar,False,1,2008,2008
2491,Hrushikesha Mohanty,True,Jitesh Mulchandani,False,1,2007,2007
2495,Hrushikesha Mohanty,True,G. Satya Reddy,False,1,2007,2007
2496,Hrushikesha Mohanty,True,Kakarlamudi Prasad,False,1,2007,2007
2499,Hrushikesha Mohanty,True,A. K. Prajapati,False,1,2006,2006
2503,Hrushikesha Mohanty,True,Goutam Chakraborty,False,1,2005,2005
2510,Hrushikesha Mohanty,True,Saurabh Aggarwala,False,1,2005,2005
2512,Hrushikesha Mohanty,True,Hemant Mishra,False,1,2005,2005
2513,Hrushikesha Mohanty,True,Ashish Sharma,False,1,2005,2005
2517,Hrushikesha Mohanty,True,O. B. V. Ramanaiah,False,1,2004,2004
2520,Hrushikesha Mohanty,True,Shravan K. Rayanchu,False,1,2003,2003
2521,Hrushikesha Mohanty,True,Manas Ranjan Patra,False,1,2001,2001
2522,Hrushikesha Mohanty,True,G. P. Bhattacharjee,False,1,1986,1986
2526,K. Swarupa Rani,True,Chandana Narthu,False,1,2026,2026
2527,Salman Abdul Moiz,True,Chandana Narthu,False,1,2026,2026
2530,K. Swarupa Rani,True,Audrika Borah,False,1,2025,2025
2536,K. Swarupa Rani,True,Arunjyoti Neog,False,1,2022,2022
2537,Chakravarthy Bhagvati,True,Madhuri Latha Madaka,False,1,2025,2025
2538,Chakravarthy Bhagvati,True,Yogesh Surapaneni,False,1,2024,2024
2543,Chakravarthy Bhagvati,True,Arkaprabha Basu,False,1,2023,2023
2548,Chakravarthy Bhagvati,True,Sandip Paul,False,1,2023,2023
2552,Chakravarthy Bhagvati,True,Sreeya Ghosh,False,1,2023,2023
2555,Chakravarthy Bhagvati,True,Swagatam Das,False,1,2023,2023
2557,Chakravarthy Bhagvati,True,Bhabatosh Chanda,False,1,2023,2023
2559,Chakravarthy Bhagvati,True,Václav Snásel,False,1,2023,2023
2563,Chakravarthy Bhagvati,True,K. H. Salman,False,1,2021,2021
2568,Chakravarthy Bhagvati,True,Deepthi Kalavala,False,1,2017,2017
2570,Chakravarthy Bhagvati,True,Raghu Ghanapuram,False,1,2017,2017
2572,Chakravarthy Bhagvati,True,Dilip Kumar Nayak,False,1,2013,2013
2573,Chakravarthy Bhagvati,True,J. V. R. Sagar,False,1,2013,2013
2574,Chakravarthy Bhagvati,True,N. Anil Kumar,False,1,2012,2012
2578,Chakravarthy Bhagvati,True,R. K. Jain,False,1,2005,2005
2579,Chakravarthy Bhagvati,True,K. Jalaja,False,1,2005,2005
2581,Arun K. Pujari,True,K. Jalaja,False,1,2005,2005
2584,Chakravarthy Bhagvati,True,Challa S. Sastry,False,1,2004,2004
2586,Chakravarthy Bhagvati,True,J. Nileema,False,1,2004,2004
2587,Arun K. Pujari,True,J. Nileema,False,1,2004,2004
2589,Chakravarthy Bhagvati,True,Priti Chandra,False,1,2004,2004
2592,Chakravarthy Bhagvati,True,K. Kiran Kumar,False,1,2004,2004
2593,Arun K. Pujari,True,K. Kiran Kumar,False,1,2004,2004
2595,Chakravarthy Bhagvati,True,Michael M. Skolnick,False,1,1994,1994
2596,Chakravarthy Bhagvati,True,Dimitri A. Grivas,False,1,1994,1994
2602,Akshay Badola,False,Narayana Murthy Kavi,True,1,2021,2021
2603,Narayana Murthy Kavi,True,Srinivasu Badugu,False,1,2013,2013
2604,Narayana Murthy Kavi,True,Hla Hla Htay,False,1,2008,2008
2605,Narayana Murthy Kavi,True,P. Srikanth,False,1,2008,2008
2607,Narayana Murthy Kavi,True,K. Raghuveer,False,1,2007,2007
2608,Narayana Murthy Kavi,True,Sasi Kanth Ala,False,1,2004,2004
2609,Arun K. Pujari,True,Aditya Sai Ellendula,False,1,2025,2025
2627,Arun K. Pujari,True,Anshuman Singh,False,1,2023,2023
2631,Arun K. Pujari,True,Pavan Kalyan Reddy Neerudu,False,1,2023,2023
2633,Rohit Kumar Bondugula,False,Arun K. Pujari,True,1,2023,2023
2645,Arun K. Pujari,True,Suvendu Chandan Nayak,False,1,2021,2021
2646,Arun K. Pujari,True,Tien-Hsiung Weng,False,1,2021,2021
2659,Arun K. Pujari,True,Haris Aziz,False,1,2021,2021
2660,Vineet Padmanabhan,True,Haris Aziz,False,1,2021,2021
2672,Arun K. Pujari,True,K. H. Salman,False,1,2016,2016
2679,Vineet Padmanabhan,True,Pranay Goud,False,1,2015,2015
2680,Vineet Padmanabhan,True,Harshit Sethy,False,1,2015,2015
2681,Arun K. Pujari,True,Pranay Goud,False,1,2015,2015
2683,Arun K. Pujari,True,Harshit Sethy,False,1,2015,2015
2685,Arun K. Pujari,True,Trideba Padhi,False,1,2015,2015
2686,Arun K. Pujari,True,Prabhanjan Sahoo,False,1,2015,2015
2692,Arun K. Pujari,True,Krutika Verma,False,1,2013,2013
2694,Arun K. Pujari,True,Chandana Mitra,False,1,2013,2013
2696,Arun K. Pujari,True,Anil Goyal,False,1,2013,2013
2697,Arun K. Pujari,True,Tusar Kanti Mishra,False,1,2012,2012
2702,Arun K. Pujari,True,P. Rajasekhara,False,1,2010,2010
2703,Arun K. Pujari,True,Alok Sharma,False,1,2007,2007
2705,Arun K. Pujari,True,Kuldip K. Paliwal,False,1,2007,2007
2712,Arun K. Pujari,True,M. Ravindranath,False,1,2007,2007
2727,Arun K. Pujari,True,Mala Dutta,False,1,2005,2005
2728,Arun K. Pujari,True,Anjana Kakoti Mahanta,False,1,2005,2005
2735,Arun K. Pujari,True,T. Adilakshmi,False,1,2004,2004
2736,Vineet Padmanabhan,True,Chinmoy Goswami,False,1,2000,2000
2738,Arun K. Pujari,True,Chinmoy Goswami,False,1,2000,2000
2740,Arun K. Pujari,True,G. Vijaya Kumari,False,1,1999,1999
2743,Arun K. Pujari,True,Bala Srinivasan,False,1,1997,1997
2748,Arun K. Pujari,True,V. B. Nitya,False,1,1992,1992
2749,Arun K. Pujari,True,N. Sridevi,False,1,1992,1992
2750,Arun K. Pujari,True,Deepak Bhatnagar,False,1,1991,1991
2752,Arun K. Pujari,True,K. Shanmukh,False,1,1991,1991
2757,Arun K. Pujari,True,Anita G. Pai,False,1,1990,1990
2758,Arun K. Pujari,True,H. Usha,False,1,1990,1990
2759,Arun Agarwal,True,R. Ethindra Kumar,False,1,1990,1990
2760,Arun K. Pujari,True,R. Ethindra Kumar,False,1,1990,1990
2761,Arun K. Pujari,True,Arun Agarwal,True,1,1990,1990
2762,Arun K. Pujari,True,S. L. Mehndiratta,False,1,1985,1985
2763,Arun K. Pujari,True,Ashok K. Mittal,False,1,1983,1983
2764,Arun K. Pujari,True,S. K. Gupta,False,1,1983,1983
2766,Arun Agarwal,True,Upali Aparajita Dash,False,1,2025,2025
2768,Arun Agarwal,True,Sasmita Pahadsingh,False,1,2025,2025
2781,Arun Agarwal,True,Rakesh Kumar Yadav,False,1,2023,2023
2787,Arun Agarwal,True,V. B. Singh,False,1,2022,2022
2792,Arun Agarwal,True,Pawan Singh Mehra,False,1,2022,2022
2793,Arun Agarwal,True,Anshu Kumar Dwivedi,False,1,2022,2022
2795,Arun Agarwal,True,Ashima Jain,False,1,2022,2022
2800,Arun Agarwal,True,Chariklia Georgopoulou,False,1,2016,2016
2805,Arun Agarwal,True,Swati Jain,False,1,2016,2016
2810,Arun Agarwal,True,Edward Rode,False,1,2016,2016
2811,Arun Agarwal,True,George Dimopoulos,False,1,2016,2016
2812,Arun Agarwal,True,Narasi Sridhar,False,1,2016,2016
2813,Arun Agarwal,True,Nikolaos Kakalis,False,1,2016,2016
2826,Arun Agarwal,True,Kabita Agarwal,False,1,2013,2013
2827,Arun Agarwal,True,Ted Xenodemetropoulos,False,1,2013,2013
2828,Arun Agarwal,True,Yumna Abdelrahman,False,1,2013,2013
2829,Arun Agarwal,True,Michael Dohan,False,1,2013,2013
2830,Arun Agarwal,True,K. Ann McKibbon,False,1,2013,2013
2831,Arun Agarwal,True,Joseph Tan,False,1,2013,2013
2842,Arun Agarwal,True,Pramod Kumar Konugurthi,False,1,2004,2004
2844,Arun Agarwal,True,R. Krishnan,False,1,2004,2004
2846,Arun Agarwal,True,A. H. Abdul Hafez,False,1,2004,2004
2847,Arun Agarwal,True,Ahmed Alrabie,False,1,2004,2004
2854,Arun Agarwal,True,Homayoun Navabi,False,1,1998,1998
2855,Arun Agarwal,True,Patrick S. P. Wang,False,1,1996,1996
2858,Arun Agarwal,True,Len Granowetter,False,1,1995,1995
2866,Vineet Padmanabhan,True,Brahmani Nutakki,False,1,2022,2022
2872,Vineet Padmanabhan,True,Rajkumar Buyya,False,1,2021,2021
2875,Vineet Padmanabhan,True,Thomas Cherian,False,1,2018,2018
2877,Vineet Padmanabhan,True,Vidyadhar Rao,False,1,2017,2017
2878,Vineet Padmanabhan,True,Rosni K. Vasu,False,1,2017,2017
2881,Vineet Padmanabhan,True,Krishna Charan Meka,False,1,2015,2015
2882,Vineet Padmanabhan,True,Abhishek Anand,False,1,2013,2013
2883,Vineet Padmanabhan,True,Prabhu Kiran,False,1,2013,2013
2886,Vineet Padmanabhan,True,Kaifu Zhang,False,1,2012,2012
2888,Vineet Padmanabhan,True,Theodoros Evgeniou,False,1,2012,2012
2890,Vineet Padmanabhan,True,Emile Richard,False,1,2012,2012
2891,Vineet Padmanabhan,True,Pushan Dutt,False,1,2011,2011
2899,Vineet Padmanabhan,True,Rakesh Niraj,False,1,2008,2008
2901,Vineet Padmanabhan,True,P. B. Seetharaman,False,1,2008,2008
2908,Vineet Padmanabhan,True,Ruopeng Lu,False,1,2006,2006
2912,Vineet Padmanabhan,True,Robert M. Colomb,False,1,2006,2006
2921,Vineet Padmanabhan,True,Kaile Su,False,1,2005,2005
2926,Vineet Padmanabhan,True,Kewen Wang,False,1,2005,2005
2928,Vineet Padmanabhan,True,Xiangyu Luo,False,1,2005,2005
2935,Salman Abdul Moiz,True,Mohammed Rizwanullah,False,1,2012,2012
2937,Salman Abdul Moiz,True,A. A. Moiz Qyser,False,1,2012,2012
2939,Salman Abdul Moiz,True,Supriya N. Pal,False,1,2010,2010
2941,Salman Abdul Moiz,True,Mohammed Khaja Nizamuddin,False,1,2008,2008
1566,Rajeev Wankar,True,Pradeep Kumar Nalla,False,1,2008,2008
8,Alok Singh,True,Pritibahen Sumanbhai Patel,False,1,2024,2024
32,Alok Singh,True,Vuyyuru Gopinadh,False,1,2015,2015
33,Alok Singh,True,C. G. Nitash,False,1,2014,2014
35,Alok Singh,True,V. Venkata Ramana Murthy,False,1,2013,2013
36,Alok Singh,True,Lakshmi Kanth Munganda,False,1,2013,2013
37,Alok Singh,True,Jorge M. S. Valente,False,1,2012,2012
38,Alok Singh,True,Maria do Rosário Alves Moreira,False,1,2012,2012
40,Alok Singh,True,Manohar Pallantla,False,1,2012,2012
43,Alok Singh,True,Martin Josef Geiger,False,1,2011,2011
44,Alok Singh,True,Santhosh Peddi,False,1,2011,2011
46,Alok Singh,True,Srikanth Pulikanti,False,1,2009,2009
49,Siba K. Udgata,True,Pravindra Shekhar Shakunt,False,1,2024,2024
52,Siba K. Udgata,True,Ramesh Kumar Sahoo,False,1,2024,2024
54,Siba K. Udgata,True,Sateesh Kumar Pradhan,False,1,2024,2024
58,Siba K. Udgata,True,Sruthi P,False,1,2024,2024
61,Siba K. Udgata,True,Kaushik Bhargav Sivangi,False,1,2023,2023
63,Siba K. Udgata,True,Sriyanka Satapathy,False,1,2023,2023
65,Siba K. Udgata,True,Dipak K. Agrawal,False,1,2023,2023
67,Siba K. Udgata,True,Wipawee Usaha,False,1,2023,2023
70,Siba K. Udgata,True,Bhawani Shankar Pattnaik,False,1,2022,2022
72,Siba K. Udgata,True,Arunima Sambhuta Pattanayak,False,1,2022,2022
74,Siba K. Udgata,True,Ajit Kumar Panda,False,1,2022,2022
75,Siba K. Udgata,True,Yogendra Kumar,False,1,2022,2022
76,Siba K. Udgata,True,Somayya Avadut,False,1,2022,2022
78,Siba K. Udgata,True,Gowthami Javvaji,False,1,2021,2021
79,Siba K. Udgata,True,Poongodi Chinnasamy,False,1,2021,2021
83,Siba K. Udgata,True,Jeevanantham A,False,1,2021,2021
85,Siba K. Udgata,True,Supriya Das,False,1,2021,2021
86,Siba K. Udgata,True,Arun Avinash Chauhan,False,1,2020,2020
89,Siba K. Udgata,True,Pavan Kumar Mishra,False,1,2018,2018
91,Siba K. Udgata,True,Sudhakar Pandey,False,1,2018,2018
93,Siba K. Udgata,True,Sanjay Kumar Biswash,False,1,2018,2018
97,Siba K. Udgata,True,R. Thangarajan,False,1,2017,2017
100,Siba K. Udgata,True,Chinnasamy Poongodi,False,1,2017,2017
101,Siba K. Udgata,True,Ambika Prasad Sahu,False,1,2017,2017
104,Siba K. Udgata,True,Hisham M. Alsaghier,False,1,2016,2016
108,Siba K. Udgata,True,L. S. S. Reddy,False,1,2016,2016
111,Siba K. Udgata,True,H. Yerranna,False,1,2016,2016
114,Siba K. Udgata,True,D. K. Sunil,False,1,2016,2016
117,Siba K. Udgata,True,Ayangleima Laishram,False,1,2016,2016
118,Satya Prakash Sahu,False,Vineet Padmanabhan,True,1,2016,2016
119,Siba K. Udgata,True,Satya Prakash Sahu,False,1,2016,2016
120,Siba K. Udgata,True,Vineet Padmanabhan,True,1,2016,2016
122,Siba K. Udgata,True,Anup Kumar Maurya,False,1,2015,2015
135,Siba K. Udgata,True,Madhusoodhnan Nair,False,1,2013,2013
138,Siba K. Udgata,True,Nagarjuna Reddy Busireddy,False,1,2013,2013
145,Siba K. Udgata,True,A. Raveendranadh,False,1,2012,2012
146,Siba K. Udgata,True,Alefiah Mubeen,False,1,2011,2011
149,Siba K. Udgata,True,Shravan Kudikala,False,1,2011,2011
150,Siba K. Udgata,True,Dama Lavanya,False,1,2011,2011
151,Siba K. Udgata,True,Moumita Patra,False,1,2011,2011
152,Siba K. Udgata,True,Deepak K. Tosh,False,1,2011,2011
155,Siba K. Udgata,True,K. P. N. Murthy,False,1,2010,2010
159,Siba K. Udgata,True,Amit K. Sharma,False,1,2009,2009
160,Amit K. Sharma,False,Arun K. Pujari,True,1,2009,2009
161,Siba K. Udgata,True,Nikunj Thakral,False,1,2009,2009
162,Nikunj Thakral,False,Arun K. Pujari,True,1,2009,2009
163,Siba K. Udgata,True,Arun K. Pujari,True,1,2009,2009
165,Siba K. Udgata,True,Shravan Kumar,False,1,2009,2009
166,Siba K. Udgata,True,Shobhit Srivastava,False,1,2008,2008
167,Siba K. Udgata,True,Hitesh Mahajan,False,1,2008,2008
