id,title,dblp_key,publication_type,year,journal,booktitle,source_pids
160,Study of Diffusion Models in an Academic Social Network,DBLP:conf/icdcit/JunapudiUU10,conference,2010,,"Distributed Computing and Internet Technology, 6th International Conference,
ICDCIT 2010, Bhubaneswar, India, February 15-17, 2010. Proceedings",04/3517
955,SubXPCA versus PCA: A Theoretical Investigation,DBLP:conf/icpr/NegiK10,conference,2010,,"20th International Conference on Pattern Recognition, ICPR 2010,
Istanbul, Turkey, 23-26 August 2010",73/4368
758,"Support vector regression based hybrid rule extraction methods for
forecasting",DBLP:journals/eswa/FarquadRR10,article,2010,Expert Syst. Appl.,,50/1424
459,"The MobileHost CoLearn system: mobile social software for collaborative
learning",DBLP:journals/ijmlo/ChattiSIJ10,article,2010,Int. J. Mob. Learn. Organisation,,09/1571
1078,Unknown Key Share Attack on STPKE' Protocol,DBLP:conf/baip/PadmavathyB10,conference,2010,,"Information Processing and Management - International Conference on
Recent Trends in Business Administration and Information Processing,
BAIP 2010, Trivandrum, Kerala, India, March 26-27, 2010. Proceedings",91/1525
757,What do the basal ganglia do? A modeling perspective,DBLP:journals/bc/ChakravarthyJB10,article,2010,Biol. Cybern.,,50/1424
763,"A Computational study of pre-synaptic re-uptake of dopamine on phosphorylation
of DARPP-32",DBLP:conf/ijcnn/WanjerkhedeB09,conference,2009,,"International Joint Conference on Neural Networks, IJCNN 2009, Atlanta,
Georgia, USA, 14-19 June 2009",50/1424
956,"A Cross - Domain Role Mapping and Authorization Framework for RBAC
in Grid Systems",DBLP:journals/ijcsa/GeethakumariNS09,article,2009,Int. J. Comput. Sci. Appl.,,73/4368
898,Acyclic Vertex Coloring of Graphs of Maximum Degree Six,DBLP:journals/endm/VaraganiVYK09,article,2009,Electron. Notes Discret. Math.,,66/8044
167,"Adaptive Accelerated Exploration Particle Swarm Optimizer for Global
Multimodal Functions",DBLP:conf/nabic/SabatAU09,conference,2009,,"World Congress on Nature & Biologically Inspired Computing, NaBIC
2009, 9-11 December 2009, Coimbatore, India",04/3517
1270,"A defeasible logic for modelling policy-based intentions and motivational
attitudes",DBLP:journals/igpl/GovernatoriPRS09,article,2009,Log. J. IGPL,,98/255
86,A Hybrid Grouping Genetic Algorithm for Multiprocessor Scheduling,DBLP:conf/ic3/SinghSR09,conference,2009,,"Contemporary Computing - Second International Conference, IC3 2009,
Noida, India, August 17-19, 2009. Proceedings",01/1744-1
1001,Algorithms for validating E-tickets in mobile computing environment,DBLP:journals/isci/TripathiRMMG09,article,2009,Inf. Sci.,,74/5678
762,"Analysis of n-Gram based Promoter Recognition Methods and Application
to Whole Genome Promoter Prediction",DBLP:journals/isb/RaniB09,article,2009,Silico Biol.,,50/1424;51/1349
84,"An artificial bee colony algorithm for the leaf-constrained minimum
spanning tree problem",DBLP:journals/asc/Singh09,article,2009,Appl. Soft Comput.,,01/1744-1
87,An Artificial Bee Colony Algorithm for the Quadratic Knapsack Problem,DBLP:conf/iconip/PulikantiS09,conference,2009,,"Neural Information Processing, 16th International Conference, ICONIP
2009, Bangkok, Thailand, December 1-5, 2009, Proceedings, Part II",01/1744-1
1298,"An Efficient Strategy for Achieving Concurrency Control in Mobile
Environments",DBLP:conf/apnoms/MoizR09,conference,2009,,"Management Enabling the Future Internet for Changing Business and
New Computing Services, 12th Asia-Pacific Network Operations and Management
Symposium, APNOMS 2009, Jeju, South Korea, September 23-25, 2009,
Proceedings",98/6017
85,"A new grouping genetic algorithm approach to the multiple traveling
salesperson problem",DBLP:journals/soco/SinghB09,article,2009,Soft Comput.,,01/1744-1
831,Application of fuzzyARTMAP for churn prediction in bank credit cards,DBLP:journals/ijids/NaveenRK09,article,2009,Int. J. Inf. Decis. Sci.,,55/8654
272,"Automatic Gap Identification towards Efficient Contour Line Reconstruction
in Topographic Maps",DBLP:conf/asiams/SandhyaARW09,conference,2009,,"Third Asia International Conference on Modelling & Simulation,
AMS 2009, Bandung, Bali, Indonesia, May 25-29, 2009",07/5281-1;31/566;97/3869
631,"Characterizing L2 Cache Behavior of Programs on Multi-core Processors:
Regression Models and their Transferability",DBLP:conf/nabic/RaiNWN09,conference,2009,,"World Congress on Nature & Biologically Inspired Computing, NaBIC
2009, 9-11 December 2009, Coimbatore, India",31/566;73/4368
1299,"Concurrency Control Strategy to Reduce Frequent Rollbacks in Mobile
Environments",DBLP:conf/cse/MoizR09,conference,2009,,"Proceedings of the 12th IEEE International Conference on Computational
Science and Engineering, CSE 2009, Vancouver, BC, Canada, August
29-31, 2009",98/6017
764,"Data Mining Using Rules Extracted from SVM: An Application to Churn
Prediction in Bank Credit Cards",DBLP:conf/rsfdgrc/FarquadRR09,conference,2009,,"Rough Sets, Fuzzy Sets, Data Mining and Granular Computing, 12th International
Conference, RSFDGrC 2009, Delhi, India, December 15-18, 2009. Proceedings",50/1424
166,"Differential Evolution and Swarm Intelligence Techniques for Analog
Circuit Synthesis",DBLP:conf/nabic/SabatKU09,conference,2009,,"World Congress on Nature & Biologically Inspired Computing, NaBIC
2009, 9-11 December 2009, Coimbatore, India",04/3517
628,Editorial,DBLP:journals/ijcsa/Wankar09,article,2009,Int. J. Comput. Sci. Appl.,,31/566
276,"Engineering Case Studies Using Parameterless Penalty Non-dominated
Ranked Genetic Algorithm",DBLP:conf/cicsyn/JadaanJARZR09,conference,2009,,"First International Conference on Computational Intelligence, Communication
Systems and Networks, CICSYN 2009, Indore, India, 23-25 July, 2009",07/5281-1
273,Gaussian Variogram Model for Printing Technology Identification,DBLP:conf/asiams/DeviAR09,conference,2009,,"Third Asia International Conference on Modelling & Simulation,
AMS 2009, Bandung, Bali, Indonesia, May 25-29, 2009",07/5281-1;97/3869
165,Heuristics for Minimizing Interference in Sensor Networks,DBLP:conf/icdcn/SharmaTUP09,conference,2009,,"Distributed Computing and Networking, 10th International Conference,
ICDCN 2009, Hyderabad, India, January 3-6, 2009. Proceedings",04/3517;95/6184
278,IQuickReduct: An Improvement to Quick Reduct Algorithm,DBLP:conf/rsfdgrc/PrasadR09,conference,2009,,"Rough Sets, Fuzzy Sets, Data Mining and Granular Computing, 12th International
Conference, RSFDGrC 2009, Delhi, India, December 15-18, 2009. Proceedings",07/5281-1;23/2953
1079,Methods to Solve Discrete Logarithm Problem for Ephemeral Keys,DBLP:conf/artcom/PadmavathyB09,conference,2009,,"ARTCom 2009, International Conference on Advances in Recent Technologies
in Communication and Computing, Kottayam, Kerala, India, 27-28 October
2009",91/1525
469,Mobile Access to MPEG-7 Based Multimedia Services,DBLP:conf/mdm/CaoJKMS09,conference,2009,,"MDM 2009, Tenth International Conference on Mobile Data Management,
Taipei, Taiwan, 18-20 May 2009",09/1571
468,Mobile hosts in enterprise service integration,DBLP:journals/ijwet/SriramaJ09,article,2009,Int. J. Web Eng. Technol.,,09/1571
808,Nontrivial Solutions to the Cubic Sieve Congruence Problem,DBLP:journals/cys/MaitraRSG09,article,2009,Computación y Sistemas,,50/971
630,"On Prediction Accuracy of Machine Learning Algorithms for Characterizing
Shared L2 Cache Behavior of Programs on Multicore Processors",DBLP:conf/cicsyn/RaiNWN09,conference,2009,,"First International Conference on Computational Intelligence, Communication
Systems and Networks, CICSYN 2009, Indore, India, 23-25 July, 2009",31/566;73/4368
1157,Opportunistic Consensus Clustering,DBLP:conf/dmin/BanerjeeP09,conference,2009,,"Proceedings of The 2009 International Conference on Data Mining, DMIN
2009, July 13-16, 2009, Las Vegas, USA",95/6184
277,"Parameterless penalty function for solving constrained evolutionary
optimization",DBLP:conf/hima/JadaanR009,conference,2009,,"2009 IEEE Workshop on Hybrid Intelligent Models and Applications,
HIMA 2009, Nashville, TN, USA, March 30, 2009",07/5281-1
1002,Prioritization of Scenarios Based on UML Activity Diagrams,DBLP:conf/cicsyn/GM09,conference,2009,,"First International Conference on Computational Intelligence, Communication
Systems and Networks, CICSYN 2009, Indore, India, 23-25 July, 2009",74/5678
1004,Prioritizing Use Cases to Aid Ordering of Scenarios,DBLP:conf/ems/GM09,conference,2009,,"EMS 2009, Third UKSim European Symposium on Computer Modeling and
Simulation, 25-27 November 2009, Athens, Greece",74/5678
1158,Q-Coverage Problem in Wireless Sensor Networks,DBLP:conf/icdcn/ChaudharyP09,conference,2009,,"Distributed Computing and Networking, 10th International Conference,
ICDCN 2009, Hyderabad, India, January 3-6, 2009. Proceedings",95/6184
275,Rank-Based Genetic Algorithm with Limited Iteration for Grid Scheduling,DBLP:conf/cicsyn/AbdulalJJRKR09,conference,2009,,"First International Conference on Computational Intelligence, Communication
Systems and Networks, CICSYN 2009, Indore, India, 23-25 July, 2009",07/5281-1
629,Reconfigurable Architectures and Algorithms: A Research Survey,DBLP:journals/ijcsa/WankarA09,article,2009,Int. J. Comput. Sci. Appl.,,31/566
957,"Robust Text Line, Word And Character Extraction from Telugu Document
Image",DBLP:conf/icetet/KoppulaAG09,conference,2009,,"Proceedings of the Second International Conference on Emerging Trends
in Engineering & Technology, ICETET 2009, Nagpur, Maharashtra,
India, 16-18 December 2009",73/4368
274,"Rule extraction from differential evolution trained radial basis function
network using genetic algorithms",DBLP:conf/case/NaveenRR09,conference,2009,,"IEEE Conference on Automation Science and Engineering, CASE 2009,
Bangalore, India, 22-25 August, 2011",07/5281-1;55/8654
1005,Secured Networking by Sandboxing LINUX 2.6,DBLP:conf/smc/MohantyVTS09,conference,2009,,"Proceedings of the IEEE International Conference on Systems, Man
and Cybernetics, San Antonio, TX, USA, 11-14 October 2009",74/5678
168,"Sensor Deployment in Irregular Terrain using Artificial Bee Colony
Algorithm",DBLP:conf/nabic/UdgataSM09,conference,2009,,"World Congress on Nature & Biologically Inspired Computing, NaBIC
2009, 9-11 December 2009, Coimbatore, India",04/3517
271,"Solving Constrained Multi-objective Optimization Problems Using Non-dominated
Ranked Genetic Algorithm",DBLP:conf/asiams/JadaanRR09,conference,2009,,"Third Asia International Conference on Modelling & Simulation,
AMS 2009, Bandung, Bali, Indonesia, May 25-29, 2009",07/5281-1
1003,"Translating Security Policy to Executable Code for Sandboxing Linux
Kernel",DBLP:conf/ems/MohantyVRS09,conference,2009,,"EMS 2009, Third UKSim European Symposium on Computer Modeling and
Simulation, 25-27 November 2009, Athens, Greece",74/5678
89,A New Heuristic for the Minimum Routing Cost Spanning Tree Problem,DBLP:conf/cit/Singh08,conference,2008,,"2008 International Conference on Information Technology, ICIT '08,
Bhubaneswar, India, December 17-20, 2008",01/1744-1
899,Anti-magic labellings of a class of planar graphs,DBLP:journals/ajc/RamanjaneyuluVK08,article,2008,Australas. J Comb.,,66/8044
170,"Assignment of Cells to Switches in a Cellular Mobile Environment Using
Swarm Intelligence",DBLP:conf/cit/UdgataAKU08,conference,2008,,"2008 International Conference on Information Technology, ICIT '08,
Bhubaneswar, India, December 17-20, 2008",04/3517
1007,Automated Scenario Generation Based on UML Activity Diagrams,DBLP:conf/cit/GM08,conference,2008,,"2008 International Conference on Information Technology, ICIT '08,
Bhubaneswar, India, December 17-20, 2008",74/5678
768,"Cascaded Multi-level Promoter Recognition of E. coli Using Dinucleotide
Features",DBLP:conf/cit/RaniB08,conference,2008,,"2008 International Conference on Information Technology, ICIT '08,
Bhubaneswar, India, December 17-20, 2008",50/1424;51/1349
169,"Channel Assignment and Reassignment Using Co-channel Cells in Mobile
Communication Networks",DBLP:conf/cit/UdgataSMU08,conference,2008,,"2008 International Conference on Information Technology, ICIT '08,
Bhubaneswar, India, December 17-20, 2008",04/3517
1300,Concurrency Control without Locking in Mobile Environments,DBLP:conf/icetet/MoizN08,conference,2008,,"First International Conference on Emerging Trends in Engineering and
Technology, ICETET '08, Nagpur, Maharashtra, India, July 16-18,
2008",98/6017
1006,Design Issues of a Policy Enforcer to Secure Multi-domain Environment,DBLP:conf/cit/RaoM08,conference,2008,,"2008 International Conference on Information Technology, ICIT '08,
Bhubaneswar, India, December 17-20, 2008",74/5678
633,Design of Concurrent Utilities in Jackal: A Software DSM Implementation,DBLP:conf/icdcn/NallaWA08,conference,2008,,"Distributed Computing and Networking, 9th International Conference,
ICDCN 2008, Kolkata, India, January 5-8, 2008",31/566;97/3869
767,E.coli Promoter Recognition Through Wavelets,DBLP:conf/biocomp/RaniB08,conference,2008,,"International Conference on Bioinformatics & Computational Biology,
BIOCOMP 2008, July 14-17, 2008, Las Vegas Nevada, USA, 2 Volumes",50/1424;51/1349
765,"Feature selection using correlation fractal dimension: Issues and
applications in binary classification problems",DBLP:journals/asc/BhavaniRB08,article,2008,Appl. Soft Comput.,,50/1424;51/1349;63/2890
632,Grid Computing with Globus : An Overview and Research Challenges,DBLP:journals/ijcsa/Wankar08,article,2008,Int. J. Comput. Sci. Appl.,,31/566
1009,HUMSAT for State Based Web Service Composition,DBLP:conf/cit/MohantyCVS08,conference,2008,,"2008 International Conference on Information Technology, ICIT '08,
Bhubaneswar, India, December 17-20, 2008",74/5678
1159,"Information Systems Security, 4th International Conference, ICISS
2008, Hyderabad, India, December 16-20, 2008. Proceedings",DBLP:conf/iciss/2008,proceedings,2008,,,95/6184
1272,Knowledge Assessment: A Modal Logic Approach,DBLP:conf/prima/PadmanabhanGT08,conference,2008,,"Intelligent Agents and Multi-Agent Systems, 11th Pacific Rim International
Conference on Multi-Agents, PRIMA 2008, Hanoi, Vietnam, December
15-16, 2008. Proceedings",98/255
470,Mobile hosts in enterprise service integration,DBLP:phd/de/Srirama2008,thesis,2008,,,09/1571
472,"MWSMF: a mediation framework realizing scalable mobile web service
provisioning",DBLP:conf/mobilware/SriramaJP08,conference,2008,,"Proceedings of the 1st International Conference on MOBILe Wireless
MiddleWARE, Operating Systems, and Applications, MOBILWARE 2008,
Innsbruck, Austria, February 13 - 15, 2008",09/1571
1098,Myanmar Word Segmentation using Syllable level Longest Matching,DBLP:conf/acl-alr/HtayM08,conference,2008,,"Proceedings of the 6th Workshop on Asian Language Resources, ALR@IJCNLP
2008, Hyderabad, India, January 11-12, 2008",94/4013
1099,Named Entity Recognition for Telugu,DBLP:conf/ijcnlp/SrikanthM08,conference,2008,,"Third International Joint Conference on Natural Language Processing,
IJCNLP 2008, Hyderabad, India, January 7-12, 2008",94/4013
88,"New Metaheuristic Approaches for the Leaf-Constrained Minimum Spanning
Tree Problem",DBLP:journals/apjor/SinghB08,article,2008,Asia Pac. J. Oper. Res.,,01/1744-1
959,"Novel approaches to principal component analysis of image data based
on feature partitioning framework",DBLP:journals/prl/KumarN08,article,2008,Pattern Recognit. Lett.,,73/4368
1008,On Specification of Treatment Modules,DBLP:conf/cit/PatnaikM08,conference,2008,,"2008 International Conference on Information Technology, ICIT '08,
Bhubaneswar, India, December 17-20, 2008",74/5678
766,Protein ligand interaction database (PLID),DBLP:journals/candc/ReddyABSS08,article,2008,Comput. Biol. Chem.,,50/1424
525,QoS-Aware Dynamic Source Routing Using Diffserv Principles,DBLP:conf/icdcit/BhavanamPYMN08,conference,2008,,"Distributed Computing and Internet Technology, 5th International Conference,
ICDCIT 2008, New Delhi, India, December 10-12, 2008. Proceedings",16/5380;73/4368
1271,"Research Note - A Cross-Category Model of Households' Incidence
and Quantity Decisions",DBLP:journals/mktsci/NirajPS08,article,2008,Mark. Sci.,,98/255
471,Scalable Mobile Web Service Discovery in Peer to Peer Networks,DBLP:conf/iciw/SriramaJZP08,conference,2008,,"Third International Conference on Internet and Web Applications and
Services, ICIW 2008, 8-13 June 2008, Athens, Greece",09/1571
958,"SubXPCA and a generalized feature partitioning approach to principal
component analysis",DBLP:journals/pr/KumarN08,article,2008,Pattern Recognit.,,73/4368
1100,UCSG: A Wide Coverage Shallow Parsing System,DBLP:conf/ijcnlp/KumarM08,conference,2008,,"Third International Joint Conference on Natural Language Processing,
IJCNLP 2008, Hyderabad, India, January 7-12, 2008",94/4013
93,A Hybrid Evolutionary Approach to the Quadratic Knapsack Problem,DBLP:conf/iicai/SinghB07,conference,2007,,"Proceedings of the 3rd Indian International Conference on Artificial
Intelligence, Pune, India, December 17-19, 2007",01/1744-1
1162,A modified Gabor function for content based image retrieval,DBLP:journals/prl/SastryRPD07,article,2007,Pattern Recognit. Lett.,,95/6184
282,Analysis of EEG Using Principal Component Approach,DBLP:conf/icecsys/PadmasaiRRJ07,conference,2007,,"14th IEEE International Conference on Electronics, Circuits, and
Systems, ICECS 2007, Marrakech, Morocco, December 11-14, 2007",07/5281-1
769,"Analysis of \emphE.coli promoter recognition problem in dinucleotide
feature space",DBLP:journals/bioinformatics/RaniBB07,article,2007,Bioinform.,,50/1424;51/1349;63/2890
1274,An Asymmetric Protocol for Argumentation Games in Defeasible Logic,DBLP:conf/prima/LundstromGTP07,conference,2007,,"Agent Computing and Multi-Agent Systems, 10th Pacific Rim International
Conference on Multi-Agents, PRIMA 2007, Bangkok, Thailand, November
21-23, 2007. Revised Papers",98/255
92,"A New Grouping Genetic Algorithm for the Quadratic Multiple Knapsack
Problem",DBLP:conf/evoW/SinghB07,conference,2007,,"Evolutionary Computation in Combinatorial Optimization, 7th European
Conference, EvoCOP 2007, Valencia, Spain, April 11-13, 2007, Proceedings",01/1744-1
960,"A Novel Approach to Eigenpalm Features Using Feature-Partitioning
Framework",DBLP:conf/mva/KumarN07,conference,2007,,"Proceedings of the IAPR Conference on Machine Vision Applications
(IAPR MVA 2007), May 16-18, 2007, Tokyo, Japan",73/4368
775,"An Unbalanced Data Classification Model Using Hybrid Sampling Technique
for Fraud Detection",DBLP:conf/premi/PadmajaDKBL07,conference,2007,,"Pattern Recognition and Machine Intelligence, Second International
Conference, PReMI 2007, Kolkata, India, December 18-22, 2007, Proceedings",50/1424
475,A Performance Evaluation of Mobile Web Services Security,DBLP:conf/webist/SriramaJP07,conference,2007,,"WEBIST 2007 - Proceedings of the Third International Conference
on Web Information Systems and Technologies, Volume IT, Barcelona,
Spain, March 3-6, 2007",09/1571
284,"Applying Heuristic Technique to ad-hoc on demand Distance Vector Routing
to Reduce Broadcast",DBLP:conf/wce/NagarajuRR07,conference,2007,,"Proceedings of the World Congress on Engineering, WCE 2007, London,
UK, 2-4 July, 2007",07/5281-1
526,A Scalable and Adaptive Clustering Scheme for MANETs,DBLP:conf/icdcit/ChatterjeePN07,conference,2007,,"Distributed Computing and Internet Technology, 4th International Conference,
ICDCIT 2007, Bangalore, India, December 17-20, Proceedings",16/5380;73/4368
774,A Tighter Error Bound for Decision Tree Learning Using PAC Learnability,DBLP:conf/ijcai/PichukaBBPD07,conference,2007,,"IJCAI 2007, Proceedings of the 20th International Joint Conference
on Artificial Intelligence, Hyderabad, India, January 6-12, 2007",50/1424;91/1525;95/6184
772,Concept Pre-digestion Method for Image Relevance Reinforcement Learning,DBLP:conf/iccta/ReddyBBD07,conference,2007,,"2007 International Conference on Computing: Theory and Applications
(ICCTA 2007), 5-7 March 2007, Kolkata, India",50/1424;91/1525
773,"Detection of Cognitive States from fMRI Data Using Machine Learning
Techniques",DBLP:conf/ijcai/SinghMB07,conference,2007,,"IJCAI 2007, Proceedings of the 20th International Joint Conference
on Artificial Intelligence, Hyderabad, India, January 6-12, 2007",50/1424
1273,Dialogue Games in Defeasible Logic,DBLP:conf/ausai/ThakurGPL07,conference,2007,,"AI 2007: Advances in Artificial Intelligence, 20th Australian Joint
Conference on Artificial Intelligence, Gold Coast, Australia, December
2-6, 2007, Proceedings",98/255
1081,Distinguishing liquid and viscous black inks using RGB colour space,DBLP:conf/visapp/DasariB07,conference,2007,,"VISAPP 2007: Proceedings of the Second International Conference
on Computer Vision Theory and Applications, Barcelona, Spain, March
8-11, 2007 - Volume 1",91/1525
1014,"Distributed Computing and Internet Technology, 4th International Conference,
ICDCIT 2007, Bangalore, India, December 17-20, Proceedings",DBLP:conf/icdcit/2007,proceedings,2007,,,74/5678
1011,Ensuring Consistency in Relational Repository of UML Models,DBLP:conf/cit/SapnaM07,conference,2007,,"10th International Conference on Information Technology, ICIT 2007,
Roukela, India, 17-20 December 2007",74/5678
283,"Highly Dynamic Multi Critriea Agent Based Routing for Mobile Ad-Hoc
Networks",DBLP:conf/iicai/NagarajuRR07,conference,2007,,"Proceedings of the 3rd Indian International Conference on Artificial
Intelligence, Pune, India, December 17-19, 2007",07/5281-1
1080,Identification of Non-Black Inks Using HSV Colour Space,DBLP:conf/icdar/DasariB07,conference,2007,,"9th International Conference on Document Analysis and Recognition
(ICDAR 2007), 23-26 September, Curitiba, Paraná, Brazil",91/1525
91,"Improved heuristics for the bounded-diameter minimum spanning tree
problem",DBLP:journals/soco/SinghG07,article,2007,Soft Comput.,,01/1744-1
1160,"Intrusion detection using text processing techniques with a kernel
based similarity measure",DBLP:journals/compsec/SharmaPP07,article,2007,Comput. Secur.,,95/6184
183,Masquerade Detection Based Upon GUI User Profiling in Linux Systems,DBLP:conf/asian/BhukyaKN07,conference,2007,,"Advances in Computer Science - ASIAN 2007. Computer and Network
Security, 12th Asian Computing Science Conference, Doha, Qatar, December
9-11, 2007, Proceedings",05/2858;73/4368
473,Mobile web services mediation framework,DBLP:conf/middleware/SriramaJP07,conference,2007,,"Proceedings of the 2nd Workshop on Middleware for Service Oriented
Computing, MW4SOC 2007, Newport Beach, CA, USA, November 26-30,
2007",09/1571
1010,Modeling Web Services with FSM Modules,DBLP:conf/asiams/MohantyMCS07,conference,2007,,"First Asia International Conference on Modelling and Simulation, AMS
2007, Phuket, Thailand, March 27-30, 2007",74/5678
1161,"Network traffic analysis using singular value decomposition and multiscale
transforms",DBLP:journals/isci/SastryRPG07,article,2007,Inf. Sci.,,95/6184
641,On a Class of Composition Operators on Bergman Space,DBLP:journals/ijmmsc/DasLM07,article,2007,Int. J. Math. Math. Sci.,,31/9532
94,"Perturbation Based Local Search for the Degree-Constrained Minimum
Spanning-Tree Problem",DBLP:conf/iicai/SinghG07,conference,2007,,"Proceedings of the 3rd Indian International Conference on Artificial
Intelligence, Pune, India, December 17-19, 2007",01/1744-1
281,Reduct Generation in Information Systems,DBLP:journals/engl/GanesanLR07,article,2007,Eng. Lett.,,07/5281-1
770,Rough clustering of sequential data,DBLP:journals/dke/KumarKBD07,article,2007,Data Knowl. Eng.,,50/1424
771,SeqPAM: A Sequence Clustering Algorithm for Web Personalization,DBLP:journals/jdwm/KumarBK07,article,2007,Int. J. Data Warehous. Min.,,50/1424
1301,"Single Lock Manager Approach for Achieving Concurrency Control in
Mobile Environments",DBLP:conf/hipc/MoizR07,conference,2007,,"High Performance Computing - HiPC 2007, 14th International Conference,
Goa, India, December 18-21, 2007, Proceedings",98/6017
1012,Specification Based Testing of Inheritance: A Framework of a Tool,DBLP:conf/cit/ReddyM07,conference,2007,,"10th International Conference on Information Technology, ICIT 2007,
Roukela, India, 17-20 December 2007",74/5678
1163,Strategy proof electronic markets,DBLP:conf/ACMicec/DaniPG07,conference,2007,,"Proceedings of the 9th International Conference on Electronic Commerce:
The Wireless World of Electronic Commerce, 2007, University of Minnesota,
Minneapolis, MN, USA, August 19-22, 2007",95/6184
1165,Strategy Proof Electronic Markets,DBLP:conf/iicai/DaniPG07,conference,2007,,"Proceedings of the 3rd Indian International Conference on Artificial
Intelligence, Pune, India, December 17-19, 2007",95/6184
1101,Text Categorization in Indian Languages using Machine Learning Approaches,DBLP:conf/iicai/RaghuveerM07,conference,2007,,"Proceedings of the 3rd Indian International Conference on Artificial
Intelligence, Pune, India, December 17-19, 2007",94/4013
474,The Mobile Interfaces for Geo-hypermedia Databases,DBLP:conf/otm/CaoKSW07,conference,2007,,"On the Move to Meaningful Internet Systems 2007: OTM 2007 Workshops,
OTM Confederated International Workshops and Posters, AWeSOMe, CAMS,
OTM Academy Doctoral Consortium, MONET, OnToContent, ORM, PerSys,
PPN, RDDS, SSWS, and SWWS 2007, Vilamoura, Portugal, November 25-30,
2007, Proceedings, Part I",09/1571
1013,Trust Assessment in Web Services: an Extension to jUDDI,DBLP:conf/icebe/MohantyPS07,conference,2007,,"Proceedings of ICEBE 2007, IEEE International Conference on e-Business
Engineering and the Workshops SOAIC 2007, SOSE 2007, SOKM 2007,
24-26 October, 2007, Hong Kong, China",74/5678
90,Two heuristics for the one-dimensional bin-packing problem,DBLP:journals/ors/0001G07,article,2007,OR Spectr.,,01/1744-1
279,"Uncertainty Modeling for Expensive Functions: A Rank Transformation
Approach",DBLP:journals/engl/UmakantSMR07,article,2007,Eng. Lett.,,07/5281-1
1164,Use of Dimensionality Reduction for Intrusion Detection,DBLP:conf/iciss/DashRP07,conference,2007,,"Information Systems Security, Third International Conference, ICISS
2007, Delhi, India, December 16-20, 2007, Proceedings",95/6184
280,Wavelet Based Classification for Cancer Diagnosis,DBLP:journals/engl/ManiRLPP07,article,2007,Eng. Lett.,,07/5281-1
1278,A Fibred Tableau Calculus for Modal Logics of Agents,DBLP:conf/dalt/PadmanabhanG06,conference,2006,,"Declarative Agent Languages and Technologies IV, 4th International
Workshop, DALT 2006, Hakodate, Japan, May 8, 2006, Selected, Revised
and Invited Papers",98/255
1166,A Fourier-Radial Descriptor Algorithm for Invariant Feature Extraction,DBLP:journals/ijwmip/SastryPD06,article,2006,Int. J. Wavelets Multiresolution Inf. Process.,,95/6184
963,A High Embedding Capacity Approach to Adaptive Steganography,DBLP:conf/icdim/ArjunN06,conference,2006,,"First IEEE International Conference on Digital Information Management
(ICDIM), December 6-8, 2006, Christ College, Bangalore, India, Proceedings",73/4368
96,A hybrid heuristic for the maximum clique problem,DBLP:journals/heuristics/SinghG06,article,2006,J. Heuristics,,01/1744-1
95,A Hybrid Heuristic for the Minimum Weight Vertex Cover Problem,DBLP:journals/apjor/SinghG06,article,2006,Asia Pac. J. Oper. Res.,,01/1744-1
478,A Mediation Framework for Mobile Web Service Provisioning,DBLP:conf/edoc/SriramaJP06,conference,2006,,"Tenth IEEE International Enterprise Distributed Object Computing
Conference (EDOC 2006), 16-20 October 2006, Hong Kong, China, Workshops",09/1571
483,A Novel VLSI Architecture for Image Compression,DBLP:conf/ism/PaulG06,conference,2006,,"Eigth IEEE International Symposium on Multimedia (ISM 2006), 11-13
December 2006, San Diego, CA, USA",10/2362
961,A Palmprint Classification Scheme using Heart Line Feature Extraction,DBLP:conf/cit/NegiPPD06,conference,2006,,"9th International Conference in Information Technology, ICIT 2006,
Bhubaneswar, Orissa, India, 18-21 December 2006",73/4368
809,A Partial Image Encryption Method with Pseudo Random Sequences,DBLP:conf/iciss/RaoMP06,conference,2006,,"Information Systems Security, Second International Conference, ICISS
2006, Kolkata, India, December 19-21, 2006, Proceedings",50/971
1015,"A Self-Adaptive Hybrid Channel Assignment Scheme forWireless Communication
Systems",DBLP:conf/cit/PrajapatiGM06,conference,2006,,"9th International Conference in Information Technology, ICIT 2006,
Bhubaneswar, Orissa, India, 18-21 December 2006",74/5678
778,Clustering using Similarity Upper Approximation,DBLP:conf/fuzzIEEE/KumarKBD06,conference,2006,,"IEEE International Conference on Fuzzy Systems, FUZZ-IEEE 2006,
Vancouver, BC, Canada, July 16-21, 2006",50/1424
779,Content Based Image Retrieval Using Region Labelling,DBLP:conf/icvgip/ReddyBRPD06,conference,2006,,"Computer Vision, Graphics and Image Processing, 5th Indian Conference,
ICVGIP 2006, Madurai, India, December 13-16, 2006, Proceedings",50/1424;91/1525;95/6184
964,Cryptanalysis of recently proposed Remote User Authentication Schemes,DBLP:journals/iacr/GoriparthiDNS06,article,2006,IACR Cryptol. ePrint Arch.,,73/4368
1167,\emphN-gram analysis for computer virus detection,DBLP:journals/virology/ReddyP06,article,2006,J. Comput. Virol.,,95/6184
776,"fMRI investigation of cortical and subcortical networks in the learning
of abstract and effector-specific representations of motor sequences",DBLP:journals/neuroimage/BapiMGD06,article,2006,NeuroImage,,50/1424
